region	coord	gene	Oxt PAT#
3UTR	8486058	AT2G19620	1
5UTR	8513574	AT2G19740	686
CDS	8514182	AT2G19740	1
3UTR	8515997	AT2G19750	2
3UTR	8516218	AT2G19750	1
3UTR	8530795	AT2G19800	17
CDS	8533148	AT2G19800	1
intron	8533319	AT2G19800	2
3UTR	8551962	AT2G19810	1
3UTR	8589881	AT2G19890	1
3UTR	8592052	AT2G19900	2
CDS	8592106	AT2G19900	1
3UTR	8595668	AT2G19910	1
CDS	8611142	AT2G19930	1
3UTR	8616210	AT2G19950	2
CDS	8619166	AT2G19950	1
CDS	8619396	AT2G19950	2
CDS	8619538	AT2G19950	2
CDS	8620218	AT2G19950	5
CDS	8620321	AT2G19950	1
3UTR	8630044	AT2G19990	2
3UTR	8647306	AT2G20020	12
3UTR	8649479	AT2G20050	1
3UTR	8681994	AT2G20100	1
3UTR	8687261	AT2G20110	1
CDS	8696518	AT2G20142	1
intron	8697527	AT2G20150	1
intron	8697641	AT2G20150	1
3UTR	8704144	AT2G20180	5
3UTR	8727503	AT2G20230	1
CDS	8734368	AT2G20250	1
intron	8735706	AT2G20250	1
CDS	8740191	AT2G20280	238
CDS	8740411	AT2G20280	22
CDS	8741714	AT2G20280	1
intron	8740365	AT2G20280	211
3UTR	8742938	AT2G20290	1
3UTR	8782710	AT2G20340	1
3UTR	8782864	AT2G20340	1
3UTR	8790234	AT2G20362	1
3UTR	8790298	AT2G20362	1
3UTR	8794268	AT2G20370	1
3UTR	8794408	AT2G20370	6
CDS	8794209	AT2G20370	1
3UTR	8801937	AT2G20400	1
3UTR	8804283	AT2G20410	1
3UTR	8804328	AT2G20410	7
CDS	8806308	AT2G20420	3
3UTR	8815171	AT2G20450	10
3UTR	8838746	AT2G20515	1
3UTR	8848204	AT2G20560	16
CDS	8855831	AT2G20570	1
3UTR	8864889	AT2G20580	1
CDS	8860337	AT2G20580	1
CDS	8864252	AT2G20580	1
intron	8896885	AT2G20625	11
3UTR	8912109	AT2G20670	3
CDS	8912397	AT2G20670	2
CDS	8924056	AT2G20690	1
3UTR	8927861	AT2G20720	1
3UTR	8927921	AT2G20720	3
3UTR	8933518	AT2G20725	1
3UTR	8933587	AT2G20725	2
3UTR	8942584	AT2G20750	1
3UTR	8943038	AT2G20760	7
3UTR	8947207	AT2G20780	1
CDS	8948182	AT2G20780	4
CDS	8948311	AT2G20780	26
CDS	8953530	AT2G20800	1
3UTR	8961990	AT2G20815	1
3UTR	8970825	AT2G20835	1
CDS	8977171	AT2G20850	1
3UTR	8981052	AT2G20860	1
3UTR	8981333	AT2G20860	2
CDS	8980778	AT2G20860	1
CDS	8980912	AT2G20860	1
3UTR	8987180	AT2G20880	1
CDS	8999761	AT2G20920	1
3UTR	9005504	AT2G20950	7
CDS	9005146	AT2G20950	19
3UTR	9009688	AT2G20960	1
3UTR	9011372	AT2G20980	2
3UTR	9011430	AT2G20980	2
CDS	9011881	AT2G20980	2
CDS	9017463	AT2G20990	3
CDS	9017611	AT2G20990	3
3UTR	9036860	AT2G21060	2
3UTR	9055337	AT2G21130	1
3UTR	9055518	AT2G21130	2
3UTR	9068139	AT2G21150	1
3UTR	9070923	AT2G21170	8
CDS	9071671	AT2G21170	27
3UTR	9074688	AT2G21180	1
intron	9097146	AT2G21235	10
3UTR	9103293	AT2G21250	3
3UTR	9105606	AT2G21260	2
3UTR	9136303	AT2G21350	1
3UTR	9149158	AT2G21380	8
CDS	9147724	AT2G21380	6
CDS	9147797	AT2G21380	15
CDS	9147948	AT2G21380	2
intron	9150977	AT2G21385	1
CDS	9174066	AT2G21440	1
3UTR	9202163	AT2G21470	1
3UTR	9202509	AT2G21470	1
CDS	9206382	AT2G21490	1
3UTR	9219102	AT2G21520	2
intron	9216061	AT2G21520	1
3UTR	9220644	AT2G21540	11
3UTR	9230199	AT2G21560	2
3UTR	9237615	AT2G21580	1
3UTR	9242376	AT2G21590	2
3UTR	9250225	AT2G21620	49
3UTR	9260548	AT2G21650	3
3UTR	9260602	AT2G21650	2
CDS	9265793	AT2G21660	1
CDS	9272198	AT2G21710	1
3UTR	9281742	AT2G21730	1
3UTR	9281813	AT2G21730	5
3UTR	9320315	AT2G21870	14
CDS	9322138	AT2G21870	1
3UTR	9363613	AT2G22010	6
3UTR	9363777	AT2G22010	1
3UTR	9363901	AT2G22010	2
3UTR	9396955	AT2G22120	4
intron	9415081	AT2G22140	14
3UTR	9451672	AT2G22240	1
3UTR	9463138	AT2G22260	1
3UTR	9463217	AT2G22260	14
3UTR	9463266	AT2G22260	71
3UTR	9467859	AT2G22290	1
CDS	9475387	AT2G22300	38
CDS	9475664	AT2G22300	1
CDS	9475844	AT2G22300	1
CDS	9476015	AT2G22300	1
CDS	9476472	AT2G22300	1
3UTR	9492877	AT2G22340	1
CDS	9504902	AT2G22400	14
3UTR	9526094	AT2G22430	1
3UTR	9553862	AT2G22490	2
3UTR	9554125	AT2G22490	1
CDS	9583137	AT2G22540	1
CDS	9583193	AT2G22540	1
3UTR	9589004	AT2G22560	1
3UTR	9589115	AT2G22560	1
3UTR	9624514	AT2G22650	1
3UTR	9647523	AT2G22680	9
intron	9685580	AT2G22770	1
3UTR	9689317	AT2G22780	1
3UTR	9689414	AT2G22780	1
CDS	9698608	AT2G22795	2
3UTR	9704710	AT2G22800	1
3UTR	9742381	AT2G22890	1
CDS	9742691	AT2G22890	1
CDS	9744893	AT2G22900	1
3UTR	9761267	AT2G22930	1
intron	9789146	AT2G22990	1
intron	9802036	AT2G23010	4
3UTR	9803516	AT2G23030	1
CDS	9838393	AT2G23100	1
CDS	9838821	AT2G23100	1
3UTR	9841855	AT2G23118	1
3UTR	9850895	AT2G23142	22
3UTR	9863936	AT2G23170	1
CDS	9876502	AT2G23180	2
3UTR	9895867	AT2G23240	4
3UTR	9917359	AT2G23300	1
3UTR	9946089	AT2G23350	2
3UTR	9960288	AT2G23380	1
intron	9956041	AT2G23380	1
3UTR	9976746	AT2G23430	1
3UTR	9976805	AT2G23430	2
3UTR	9976911	AT2G23430	1
3UTR	9998956	AT2G23460	4
3UTR	10029238	AT2G23560	4
3UTR	10029273	AT2G23560	2
3UTR	10067256	AT2G23680	21
CDS	10067140	AT2G23680	38
CDS	10072720	AT2G23690	10
intron	10073673	AT2G23690	1
3UTR	10107784	AT2G23760	1
3UTR	10107923	AT2G23760	1
CDS	10108360	AT2G23760	1
CDS	10120467	AT2G23770	1
CDS	10242727	AT2G24090	10
CDS	10243404	AT2G24090	2
3UTR	10247038	AT2G24100	1
intron	10266742	AT2G24150	1
3UTR	10283649	AT2G24180	1
3UTR	10283662	AT2G24190	2
3UTR	10286937	AT2G24200	7
3UTR	10312175	AT2G24240	1
3UTR	10319298	AT2G24260	1
3UTR	10326979	AT2G24270	3
CDS	10329078	AT2G24270	1
CDS	10365509	AT2G24360	1
3UTR	10376257	AT2G24395	1
3UTR	10424155	AT2G24530	2
CDS	10427437	AT2G24540	2
3UTR	10444784	AT2G24580	1
3UTR	10451657	AT2G24592	3
CDS	10451424	AT2G24592	2
CDS	10452691	AT2G24600	1
intron	10461650	AT2G24615	13
3UTR	10499543	AT2G24690	5
CDS	10499576	AT2G24690	1
CDS	10567267	AT2G24790	3
CDS	10567529	AT2G24790	3
3UTR	10571230	AT2G24800	1
3UTR	10583013	AT2G24850	1
5UTR	10609852	AT2G24945	38
CDS	10628186	AT2G24990	1
3UTR	10631174	AT2G25000	1
3UTR	10663299	AT2G25070	1
3UTR	10670485	AT2G25090	1
3UTR	10686115	AT2G25110	1
3UTR	10697724	AT2G25140	1
CDS	10710070	AT2G25160	3
3UTR	10735799	AT2G25190	1
CDS	10754177	AT2G25250	1
3UTR	10765705	AT2G25290	1
3UTR	10765810	AT2G25290	195
CDS	10777781	AT2G25310	4
3UTR	10800956	AT2G25350	1
3UTR	10829483	AT2G25440	1
CDS	10831212	AT2G25450	2
3UTR	10845724	AT2G25480	13
CDS	10893683	AT2G25590	1
CDS	10912450	AT2G25640	1
CDS	10915608	AT2G25650	1
CDS	10915633	AT2G25650	1
CDS	10925172	AT2G25660	1
CDS	10926334	AT2G25660	6
3UTR	10940128	AT2G25690	1
3UTR	10940248	AT2G25690	3
3UTR	10940279	AT2G25690	1
3UTR	10955609	AT2G25720	23
CDS	10961524	AT2G25730	1
CDS	10961801	AT2G25730	1
3UTR	10983694	AT2G25740	2
3UTR	10984708	AT2G25760	5
3UTR	10985000	AT2G25760	2
CDS	10986026	AT2G25760	2
CDS	10987932	AT2G25760	11
3UTR	10993504	AT2G25770	1
3UTR	10993628	AT2G25770	2
3UTR	11004055	AT2G25790	1
3UTR	11006008	AT2G25800	1
CDS	11008026	AT2G25800	1
CDS	11008110	AT2G25800	1
CDS	11027586	AT2G25850	1
3UTR	11037972	AT2G25890	1
3UTR	11042848	AT2G25900	5
3UTR	11070582	AT2G25964	1
intron	11074261	AT2G25970	3
3UTR	11089655	AT2G26020	1
3UTR	11116001	AT2G26100	1
3UTR	11138428	AT2G26160	1
3UTR	11170382	AT2G26250	1
3UTR	11182899	AT2G26260	1
3UTR	11182926	AT2G26260	1
3UTR	11183046	AT2G26260	3
CDS	11181252	AT2G26260	1
3UTR	11187859	AT2G26280	1
CDS	11188406	AT2G26280	2
CDS	11189445	AT2G26280	1
3UTR	11200846	AT2G26300	27
3UTR	11204085	AT2G26310	1
3UTR	11216564	AT2G26340	2
3UTR	11216670	AT2G26340	2
CDS	11241597	AT2G26420	1
3UTR	11243108	AT2G26430	30
3UTR	11243156	AT2G26430	1
CDS	11243679	AT2G26430	4
CDS	11243750	AT2G26430	1
3UTR	11249514	AT2G26440	1
3UTR	11249612	AT2G26440	1
3UTR	11253580	AT2G26450	1
3UTR	11259210	AT2G26470	1
CDS	11270443	AT2G26500	1
3UTR	11282746	AT2G26530	2
CDS	11288770	AT2G26540	1
CDS	11293108	AT2G26550	1
3UTR	11302092	AT2G26570	1
CDS	11301729	AT2G26570	10
3UTR	11324243	AT2G26610	1
3UTR	11331649	AT2G26640	1
CDS	11331447	AT2G26640	4
3UTR	11347231	AT2G26690	37
3UTR	11347334	AT2G26690	14
CDS	11347974	AT2G26690	1
3UTR	11365973	AT2G26695	4
intron	11393742	AT2G26740	1
3UTR	11457051	AT2G26870	1
CDS	11487868	AT2G26910	1
3UTR	11491751	AT2G26930	1
3UTR	11491778	AT2G26930	4
3UTR	11509758	AT2G26970	4
3UTR	11514989	AT2G26980	1
3UTR	11519612	AT2G26990	7
CDS	11521409	AT2G26990	1
3UTR	11536655	AT2G27040	1
CDS	11540193	AT2G27040	1
3UTR	11548102	AT2G27050	2
3UTR	11548214	AT2G27050	1
CDS	11546530	AT2G27050	1
CDS	11547466	AT2G27050	1
3UTR	11554803	AT2G27060	1
intron	11553963	AT2G27060	1
CDS	11603880	AT2G27150	3
3UTR	11621367	AT2G27190	1
3UTR	11636668	AT2G27210	1
CDS	11632700	AT2G27210	1
3UTR	11673564	AT2G27280	1
CDS	11683955	AT2G27310	1
CDS	11684236	AT2G27310	1
CDS	11684261	AT2G27310	1
3UTR	11699546	AT2G27350	1
3UTR	11699698	AT2G27350	10
3UTR	11715869	AT2G27380	1
3UTR	11715919	AT2G27380	1
3UTR	11720154	AT2G27390	519
3UTR	11724328	AT2G27402	1
5UTR	11723844	AT2G27402	1
3UTR	11726215	AT2G27420	1
3UTR	11729766	AT2G27430	4
3UTR	11729827	AT2G27430	1
CDS	11729918	AT2G27430	20
CDS	11737667	AT2G27450	1
3UTR	11744964	AT2G27460	1
3UTR	11747938	AT2G27480	1
3UTR	11747967	AT2G27480	3
CDS	11758637	AT2G27510	1
CDS	11763590	AT2G27530	1
CDS	11781373	AT2G27600	1
CDS	11784911	AT2G27610	1
3UTR	11823786	AT2G27740	1
3UTR	11858378	AT2G27820	1
CDS	11863535	AT2G27840	1
3UTR	11864597	AT2G27860	1
3UTR	11885512	AT2G27920	1
intron	11885992	AT2G27920	1
intron	11886232	AT2G27920	39
3UTR	11899245	AT2G27950	1
3UTR	11899294	AT2G27950	1
3UTR	11913662	AT2G27980	13
3UTR	11913838	AT2G27980	1
CDS	11913970	AT2G27980	1
intron	11914145	AT2G27980	1
CDS	11928947	AT2G28000	2
intron	11962579	AT2G28080	2
intron	11962626	AT2G28080	3
3UTR	11977896	AT2G28110	1
CDS	11986592	AT2G28120	1
3UTR	11991611	AT2G28130	1
3UTR	11996013	AT2G28140	6
3UTR	12032469	AT2G28210	1
3UTR	12042144	AT2G28240	2
3UTR	12046468	AT2G28250	4
CDS	12052103	AT2G28260	1
3UTR	12073180	AT2G28290	1
CDS	12065951	AT2G28290	1
CDS	12065985	AT2G28290	1
CDS	12066362	AT2G28290	1
CDS	12068444	AT2G28290	1
intron	12060710	AT2G28290	1
intron	12081355	AT2G28305	1
3UTR	12099813	AT2G28330	1
3UTR	12124464	AT2G28360	2
3UTR	12133884	AT2G28380	1
3UTR	12156626	AT2G28410	2
CDS	12165359	AT2G28450	1
intron	12172766	AT2G28470	23
3UTR	12178619	AT2G28490	2
3UTR	12199008	AT2G28510	2
3UTR	12354613	AT2G28790	1
intron	12357817	AT2G28800	1
3UTR	12414387	AT2G28900	7
CDS	12414423	AT2G28900	3
CDS	12414826	AT2G28900	2
CDS	12415370	AT2G28900	1
intron	12414648	AT2G28900	11
CDS	12427582	AT2G28940	1
3UTR	12431654	AT2G28950	1
3UTR	12431827	AT2G28950	1
CDS	12438070	AT2G28960	1
intron	12484259	AT2G29060	3
3UTR	12494735	AT2G29090	2
3UTR	12494850	AT2G29090	1
3UTR	12494885	AT2G29090	1
3UTR	12511335	AT2G29120	44
3UTR	12523895	AT2G29125	21
3UTR	12524191	AT2G29125	2
CDS	12525882	AT2G29130	1
3UTR	12543794	AT2G29180	3
3UTR	12544089	AT2G29190	1
CDS	12544629	AT2G29190	13
CDS	12559893	AT2G29210	1
CDS	12588457	AT2G29300	4
CDS	12591079	AT2G29310	1
3UTR	12602513	AT2G29350	1
CDS	12610785	AT2G29390	1
3UTR	12620047	AT2G29430	1
3UTR	12624527	AT2G29450	3
CDS	12625407	AT2G29450	1
CDS	12633542	AT2G29500	18
3UTR	12640878	AT2G29530	27
CDS	12643750	AT2G29540	1
3UTR	12654362	AT2G29590	43
3UTR	12654498	AT2G29590	64
CDS	12668935	AT2G29630	2
CDS	12669375	AT2G29630	2
intron	12669676	AT2G29630	3
3UTR	12680714	AT2G29660	1
3UTR	12700191	AT2G29710	6
3UTR	12705069	AT2G29730	1
3UTR	12751148	AT2G29900	1
CDS	12750278	AT2G29900	1
3UTR	12751232	AT2G29910	1
3UTR	12769140	AT2G29960	3
CDS	12769300	AT2G29960	1
3UTR	12793269	AT2G29990	1
CDS	12822718	AT2G30040	1
3UTR	12838490	AT2G30070	1
3UTR	12838717	AT2G30070	1
CDS	12838465	AT2G30070	2
3UTR	12852528	AT2G30110	1
CDS	12883993	AT2G30200	1
3UTR	12897998	AT2G30230	1
3UTR	12903275	AT2G30250	1
3UTR	12909647	AT2G30280	4
3UTR	12909689	AT2G30280	1
3UTR	12909733	AT2G30280	1
3UTR	12925489	AT2G30320	1
3UTR	12931194	AT2G30340	1
CDS	12951375	AT2G30390	4
3UTR	12968629	AT2G30432	3
3UTR	12976278	AT2G30460	3
CDS	12977440	AT2G30460	1
intron	12977541	AT2G30460	1
3UTR	12998134	AT2G30500	1
CDS	12998496	AT2G30500	5
CDS	12998590	AT2G30500	2
CDS	12999066	AT2G30500	2
CDS	12999519	AT2G30500	1
CDS	12999694	AT2G30500	1
3UTR	13002641	AT2G30520	1
3UTR	13018952	AT2G30560	1
3UTR	13019021	AT2G30560	1
intron	13017862	AT2G30560	1
3UTR	13020519	AT2G30575	2
3UTR	13020556	AT2G30575	1
3UTR	13030501	AT2G30580	1
3UTR	13030607	AT2G30580	1
3UTR	13035477	AT2G30590	1
3UTR	13035628	AT2G30590	3
CDS	13038373	AT2G30600	1
intron	13084198	AT2G30700	1
CDS	13090420	AT2G30720	2
3UTR	13099265	AT2G30750	3
3UTR	13108266	AT2G30766	1
3UTR	13108299	AT2G30766	3
3UTR	13108344	AT2G30766	5
CDS	13117228	AT2G30780	1
3UTR	13142827	AT2G30880	1
3UTR	13163340	AT2G30930	57
CDS	13176023	AT2G30950	1
CDS	13176054	AT2G30950	1
intron	13196257	AT2G31010	1
3UTR	13209250	AT2G31035	1
CDS	13209129	AT2G31040	8
CDS	13213552	AT2G31060	1
CDS	13270708	AT2G31140	17
3UTR	13306536	AT2G31230	1
3UTR	13365222	AT2G31340	1
intron	13419736	AT2G31510	2
3UTR	13437789	AT2G31560	1
CDS	13436806	AT2G31560	2
intron	13437728	AT2G31560	2
3UTR	13441021	AT2G31580	1
3UTR	13441073	AT2G31580	83
3UTR	13455217	AT2G31650	6
CDS	13470299	AT2G31660	1
3UTR	13487773	AT2G31730	1
3UTR	13490829	AT2G31740	1
CDS	13525780	AT2G31810	40
intron	13527262	AT2G31810	1
intron	13527288	AT2G31810	1
CDS	13530747	AT2G31820	1
3UTR	13537942	AT2G31840	1
CDS	13556395	AT2G31880	2
CDS	13556826	AT2G31880	1
3UTR	13581211	AT2G31940	1
CDS	13591838	AT2G31960	2
3UTR	13611398	AT2G31990	1
3UTR	13615871	AT2G32000	3
3UTR	13615935	AT2G32000	11
3UTR	13632429	AT2G32030	1
CDS	13632679	AT2G32030	3
CDS	13641374	AT2G32070	1
3UTR	13654905	AT2G32130	1
3UTR	13660621	AT2G32150	1
3UTR	13660831	AT2G32150	1
3UTR	13666188	AT2G32160	1
3UTR	13666218	AT2G32160	1
3UTR	13675168	AT2G32190	1
CDS	13680715	AT2G32230	1
3UTR	13684419	AT2G32240	16
3UTR	13684495	AT2G32240	33
CDS	13688553	AT2G32240	2
CDS	13688752	AT2G32240	154
3UTR	13722039	AT2G32295	1
3UTR	13731710	AT2G32320	6
intron	13743086	AT2G32370	1
3UTR	13748353	AT2G32390	1
3UTR	13748386	AT2G32390	2
intron	13765106	AT2G32415	2
3UTR	13788472	AT2G32470	2
3UTR	13788521	AT2G32470	2
3UTR	13788623	AT2G32470	1
3UTR	13788578	AT2G32480	1
3UTR	13788623	AT2G32480	1
CDS	13813454	AT2G32530	1
3UTR	13818320	AT2G32540	3
CDS	13816405	AT2G32540	1
CDS	13817527	AT2G32540	2
3UTR	13822789	AT2G32550	3
3UTR	13822821	AT2G32550	7
3UTR	13826843	AT2G32560	1
3UTR	13827093	AT2G32560	3
3UTR	13829237	AT2G32580	4
3UTR	13833482	AT2G32600	1
intron	13838426	AT2G32610	1
CDS	13846629	AT2G32630	1
3UTR	13853675	AT2G32660	1
3UTR	13898292	AT2G32780	1
3UTR	13905433	AT2G32790	1
CDS	13960471	AT2G32910	1
CDS	13960562	AT2G32910	1
3UTR	13962251	AT2G32920	15
3UTR	13972140	AT2G32940	1
intron	14024628	AT2G33051	14
3UTR	14028155	AT2G33060	2
3UTR	14034475	AT2G33080	1
intron	14054979	AT2G33160	3
intron	14055054	AT2G33160	3
intron	14055252	AT2G33160	1
CDS	14079691	AT2G33220	13
CDS	14079862	AT2G33220	1
3UTR	14098831	AT2G33250	1
CDS	14115139	AT2G33310	1
3UTR	14126391	AT2G33340	1
3UTR	14152787	AT2G33400	1
3UTR	14153162	AT2G33400	2
intron	14194629	AT2G33510	1
3UTR	14210105	AT2G33550	1
CDS	14210398	AT2G33550	2
CDS	14210433	AT2G33550	1
CDS	14211163	AT2G33550	11
intron	14214124	AT2G33560	8
intron	14245747	AT2G33670	28
3UTR	14259206	AT2G33710	1
CDS	14267309	AT2G33730	1
3UTR	14271567	AT2G33740	5
3UTR	14271625	AT2G33740	1
3UTR	14271646	AT2G33750	2
3UTR	14271689	AT2G33750	1
5UTR	14282863	AT2G33770	2
CDS	14277864	AT2G33770	1
CDS	14281181	AT2G33770	1
3UTR	14289082	AT2G33775	1
3UTR	14293626	AT2G33790	1
3UTR	14293720	AT2G33790	19
3UTR	14293755	AT2G33790	3
3UTR	14293804	AT2G33790	1
3UTR	14300866	AT2G33800	2
CDS	14305400	AT2G33810	28
3UTR	14306202	AT2G33820	2
3UTR	14306241	AT2G33820	5
3UTR	14309763	AT2G33830	2
CDS	14310002	AT2G33830	110
3UTR	14317555	AT2G33840	3
CDS	14316331	AT2G33840	1
3UTR	14318842	AT2G33845	5
3UTR	14321181	AT2G33850	2
CDS	14321309	AT2G33850	1
3UTR	14324340	AT2G33855	1
3UTR	14370240	AT2G34010	1
CDS	14388074	AT2G34070	1
3UTR	14427311	AT2G34160	1
intron	14435406	AT2G34185	8
CDS	14447621	AT2G34210	1
3UTR	14473681	AT2G34300	1
3UTR	14473823	AT2G34300	1
intron	14475799	AT2G34300	1
CDS	14498236	AT2G34355	1
CDS	14498279	AT2G34355	3
CDS	14505091	AT2G34357	1
3UTR	14514375	AT2G34380	2
3UTR	14518297	AT2G34400	197
3UTR	14522472	AT2G34420	5
3UTR	14525858	AT2G34430	1
intron	14528529	AT2G34450	1
3UTR	14530813	AT2G34470	167
3UTR	14535836	AT2G34490	2
3UTR	14544100	AT2G34510	1
CDS	14544133	AT2G34510	1
3UTR	14562846	AT2G34560	1
3UTR	14568918	AT2G34590	1
3UTR	14634089	AT2G34700	1
3UTR	14634168	AT2G34700	1
intron	14642654	AT2G34710	3
intron	14643504	AT2G34710	1
intron	14643670	AT2G34710	3
intron	14643705	AT2G34710	2
3UTR	14649811	AT2G34720	1
3UTR	14673627	AT2G34780	3
CDS	14669602	AT2G34780	1
3UTR	14673851	AT2G34790	2
CDS	14709143	AT2G34860	1
CDS	14709573	AT2G34860	3
CDS	14709767	AT2G34860	3
CDS	14724013	AT2G34900	1
3UTR	14751568	AT2G35000	1
3UTR	14760578	AT2G35020	3
3UTR	14763284	AT2G35035	1
3UTR	14763358	AT2G35035	1
CDS	14764201	AT2G35035	1
intron	14764895	AT2G35035	1
3UTR	14775066	AT2G35050	1
3UTR	14775091	AT2G35050	1
CDS	14770665	AT2G35050	1
CDS	14771552	AT2G35050	1
CDS	14777483	AT2G35060	1
3UTR	14784693	AT2G35070	1
3UTR	14825997	AT2G35160	1
3UTR	14851706	AT2G35260	19
3UTR	14851934	AT2G35260	1
3UTR	14851997	AT2G35260	1
3UTR	14866990	AT2G35320	1
intron	14891913	AT2G35370	1
CDS	14893846	AT2G35380	1
CDS	14893914	AT2G35380	2
3UTR	14895236	AT2G35390	1
CDS	14899441	AT2G35410	3
3UTR	14902976	AT2G35450	4
3UTR	14903087	AT2G35450	2
3UTR	14915974	AT2G35500	1
3UTR	14930666	AT2G35550	1
3UTR	14930705	AT2G35550	1
intron	14929741	AT2G35550	1
3UTR	14938028	AT2G35585	3
3UTR	14980431	AT2G35630	1
CDS	14975680	AT2G35630	15
CDS	14980196	AT2G35630	4
3UTR	14996929	AT2G35680	2
3UTR	15002962	AT2G35690	1
3UTR	15019979	AT2G35720	20
CDS	15022856	AT2G35733	1
intron	15035631	AT2G35770	1
3UTR	15037567	AT2G35780	1
CDS	15037750	AT2G35780	1
3UTR	15043689	AT2G35795	1
3UTR	15048482	AT2G35800	2
3UTR	15057061	AT2G35850	2
3UTR	15057324	AT2G35850	1
3UTR	15080795	AT2G35920	4
3UTR	15082795	AT2G35930	1
3UTR	15089094	AT2G35940	1
CDS	15089830	AT2G35940	1
CDS	15090892	AT2G35940	2
intron	15090739	AT2G35940	1
3UTR	15105968	AT2G35950	1
3UTR	15118725	AT2G36000	1
CDS	15165823	AT2G36120	27
CDS	15179870	AT2G36200	2
CDS	15182766	AT2G36200	1
3UTR	15193803	AT2G36220	1
3UTR	15197310	AT2G36240	2
3UTR	15204865	AT2G36270	1
intron	15209897	AT2G36290	1
3UTR	15230536	AT2G36320	1
3UTR	15243403	AT2G36355	1
3UTR	15243005	AT2G36360	1
3UTR	15252827	AT2G36370	1
CDS	15269459	AT2G36390	3
3UTR	15270244	AT2G36400	1
CDS	15291286	AT2G36430	1
CDS	15291456	AT2G36430	1
3UTR	15296896	AT2G36460	1
CDS	15297076	AT2G36460	1
CDS	15297615	AT2G36460	1
CDS	15299409	AT2G36470	3
CDS	15313189	AT2G36490	1
3UTR	15320097	AT2G36500	2
CDS	15322517	AT2G36530	1
intron	15322047	AT2G36530	1
3UTR	15342884	AT2G36580	4
3UTR	15350318	AT2G36620	1
3UTR	15356832	AT2G36640	1
3UTR	15399328	AT2G36720	1
intron	15394341	AT2G36720	1
intron	15407280	AT2G36740	1
CDS	15415359	AT2G36770	2
3UTR	15425590	AT2G36810	2
intron	15440967	AT2G36815	45
intron	15450372	AT2G36835	1
CDS	15467693	AT2G36850	1
3UTR	15472665	AT2G36870	1
3UTR	15479469	AT2G36880	26
CDS	15480024	AT2G36880	1
CDS	15480065	AT2G36880	4
CDS	15480547	AT2G36880	1
CDS	15480760	AT2G36880	1
3UTR	15482003	AT2G36885	2
intron	15486029	AT2G36890	1
CDS	15510390	AT2G36930	46
intron	15510432	AT2G36930	3
3UTR	15527409	AT2G36960	2
3UTR	15527463	AT2G36960	1
3UTR	15530807	AT2G36970	3
3UTR	15534763	AT2G36985	1
3UTR	15537474	AT2G36990	1
intron	15550482	AT2G37025	1
3UTR	15554191	AT2G37030	1
3UTR	15554269	AT2G37030	1
CDS	15560107	AT2G37040	2
3UTR	15573528	AT2G37050	2
3UTR	15573655	AT2G37050	2
3UTR	15577867	AT2G37060	1
CDS	15593319	AT2G37110	1
intron	15599253	AT2G37130	10
3UTR	15603523	AT2G37150	1
3UTR	15603676	AT2G37150	2
CDS	15610642	AT2G37160	2
intron	15611875	AT2G37160	1
CDS	15619849	AT2G37190	3
3UTR	15622069	AT2G37200	1
3UTR	15637019	AT2G37230	1
3UTR	15643379	AT2G37250	3
3UTR	15643681	AT2G37250	2
3UTR	15662480	AT2G37300	1
3UTR	15695627	AT2G37390	2
3UTR	15695822	AT2G37390	1
3UTR	15695877	AT2G37390	1
3UTR	15739826	AT2G37500	2
3UTR	15743039	AT2G37510	60
3UTR	15755419	AT2G37550	1
3UTR	15761388	AT2G37570	11
3UTR	15770626	AT2G37590	1
3UTR	15774309	AT2G37600	1
3UTR	15776675	AT2G37610	1
CDS	15781967	AT2G37630	4
CDS	15782579	AT2G37630	44
3UTR	15788030	AT2G37640	1
CDS	15793958	AT2G37650	1
CDS	15795595	AT2G37660	1
3UTR	15797316	AT2G37670	1
3UTR	15814799	AT2G37710	1
3UTR	15836840	AT2G37770	1
3UTR	15858879	AT2G37860	18
3UTR	15861921	AT2G37890	1
intron	15863508	AT2G37890	1
3UTR	15864306	AT2G37900	3
3UTR	15869108	AT2G37920	2
CDS	15913361	AT2G38020	1
3UTR	15915105	AT2G38025	2
CDS	15919855	AT2G38040	1
CDS	15920531	AT2G38040	1
CDS	15920691	AT2G38040	1
intron	15920813	AT2G38040	1
3UTR	15952643	AT2G38110	9
3UTR	15952736	AT2G38110	1
3UTR	15986531	AT2G38160	1
3UTR	15998832	AT2G38180	1
3UTR	16012625	AT2G38240	1
CDS	16014595	AT2G38240	1
CDS	16021822	AT2G38255	1
CDS	16021889	AT2G38255	1
intron	16023279	AT2G38255	10
CDS	16031386	AT2G38270	1
CDS	16057141	AT2G38320	1
intron	16055984	AT2G38320	1
3UTR	16071990	AT2G38370	1
CDS	16072313	AT2G38370	1
intron	16076788	AT2G38380	14
intron	16077384	AT2G38380	1
3UTR	16081441	AT2G38390	1
3UTR	16086821	AT2G38410	1
3UTR	16092854	AT2G38430	1
3UTR	16101116	AT2G38440	1
3UTR	16102893	AT2G38450	1
CDS	16105921	AT2G38460	1
3UTR	16106373	AT2G38465	21
CDS	16110448	AT2G38470	1
3UTR	16129246	AT2G38530	1
CDS	16128695	AT2G38530	1
CDS	16128723	AT2G38530	1
CDS	16130570	AT2G38540	1
