region	coord	gene	WT PAT#
CDS	7825458	AT2G17980	1
CDS	7828000	AT2G17990	2
3UTR	7834577	AT2G18010	1
3UTR	7838396	AT2G18020	2
3UTR	7843955	AT2G18040	2
3UTR	7873907	AT2G18110	1
3UTR	7873978	AT2G18110	2
3UTR	7892227	AT2G18150	1
3UTR	7898214	AT2G18160	1
3UTR	7898255	AT2G18160	19
3UTR	7898785	AT2G18162	1
3UTR	7917512	AT2G18193	3
CDS	7917656	AT2G18193	5
3UTR	7920420	AT2G18196	1
3UTR	7920522	AT2G18196	4
3UTR	7920588	AT2G18196	1
3UTR	7920670	AT2G18196	10
3UTR	7925183	AT2G18210	2
3UTR	7925280	AT2G18210	10
3UTR	7931892	AT2G18230	1
3UTR	7936722	AT2G18240	43
3UTR	7939540	AT2G18245	1
3UTR	7939631	AT2G18245	1
3UTR	7943452	AT2G18260	1
3UTR	7948454	AT2G18280	2
3UTR	7948304	AT2G18290	5
CDS	7950071	AT2G18290	1
3UTR	7952677	AT2G18300	4
3UTR	7952707	AT2G18300	1
3UTR	7969011	AT2G18330	2
3UTR	7969105	AT2G18330	1
CDS	7971302	AT2G18350	1
3UTR	7976663	AT2G18360	1
3UTR	7976797	AT2G18360	3
3UTR	7981828	AT2G18370	59
3UTR	7982548	AT2G18380	2
3UTR	7989525	AT2G18390	12
3UTR	7997356	AT2G18450	2
3UTR	8005018	AT2G18470	3
3UTR	8005069	AT2G18470	2
3UTR	8031202	AT2G18510	1
3UTR	8031229	AT2G18510	1
3UTR	8031276	AT2G18510	1
3UTR	8033925	AT2G18520	10
3UTR	8064960	AT2G18570	1
3UTR	8065025	AT2G18570	1
3UTR	8079549	AT2G18620	1
3UTR	8082538	AT2G18630	2
3UTR	8086577	AT2G18650	3
3UTR	8090933	AT2G18660	7
3UTR	8094528	AT2G18670	1
3UTR	8095687	AT2G18670	3
3UTR	8095750	AT2G18670	1
3UTR	8095787	AT2G18670	42
5UTR	8093458	AT2G18670	3
3UTR	8095862	AT2G18680	1
3UTR	8112104	AT2G18700	4
3UTR	8112181	AT2G18710	1
3UTR	8121828	AT2G18730	1
3UTR	8121890	AT2G18730	2
3UTR	8124921	AT2G18740	11
3UTR	8133715	AT2G18760	1
3UTR	8136781	AT2G18780	4
3UTR	8144245	AT2G18790	1
3UTR	8146269	AT2G18800	1
3UTR	8146408	AT2G18800	8
3UTR	8165949	AT2G18860	51
3UTR	8166023	AT2G18860	1
intron	8165548	AT2G18860	1
3UTR	8172487	AT2G18876	7
intron	8174053	AT2G18880	1
3UTR	8188264	AT2G18900	1
3UTR	8192708	AT2G18910	11
3UTR	8203725	AT2G18940	5
CDS	8204808	AT2G18940	1
3UTR	8210233	AT2G18950	30
3UTR	8210286	AT2G18950	6
intron	8222143	AT2G18960	2
intron	8222182	AT2G18960	3
3UTR	8233304	AT2G18980	52
3UTR	8238636	AT2G18990	7
3UTR	8260040	AT2G19060	1
intron	8257654	AT2G19060	1
3UTR	8265030	AT2G19080	1
3UTR	8264982	AT2G19090	1
CDS	8285090	AT2G19110	1
CDS	8286132	AT2G19110	1
intron	8281859	AT2G19110	1
3UTR	8286807	AT2G19120	2
CDS	8295032	AT2G19130	1
3UTR	8325975	AT2G19180	3
3UTR	8340644	AT2G19220	10
CDS	8350630	AT2G19240	1
3UTR	8360076	AT2G19260	1
3UTR	8365275	AT2G19280	1
3UTR	8366148	AT2G19280	2
3UTR	8366209	AT2G19280	1
3UTR	8369686	AT2G19310	4
3UTR	8369740	AT2G19310	23
3UTR	8369809	AT2G19310	5
3UTR	8377216	AT2G19350	13
3UTR	8377344	AT2G19350	52
3UTR	8386794	AT2G19380	1
3UTR	8386894	AT2G19380	1
CDS	8388118	AT2G19385	1
CDS	8393975	AT2G19390	2
3UTR	8399154	AT2G19400	7
3UTR	8399272	AT2G19400	1
3UTR	8399305	AT2G19400	1
3UTR	8404690	AT2G19410	2
3UTR	8418019	AT2G19430	1
3UTR	8418068	AT2G19440	1
3UTR	8429679	AT2G19450	1
3UTR	8429709	AT2G19450	13
3UTR	8444173	AT2G19490	1
3UTR	8444211	AT2G19490	8
3UTR	8459582	AT2G19520	1
intron	8458563	AT2G19520	3
3UTR	8464482	AT2G19540	3
3UTR	8464537	AT2G19540	1
3UTR	8475923	AT2G19590	4
3UTR	8476102	AT2G19590	12
3UTR	8483830	AT2G19600	25
3UTR	8485888	AT2G19620	1
intron	8487037	AT2G19620	1
3UTR	8493466	AT2G19650	2
CDS	8493667	AT2G19650	1
3UTR	8496649	AT2G19660	2
3UTR	8496688	AT2G19660	3
CDS	8496806	AT2G19660	1
CDS	8496917	AT2G19660	1
3UTR	8499130	AT2G19670	5
3UTR	8502824	AT2G19680	1
CDS	8514286	AT2G19740	1
3UTR	8522582	AT2G19780	1
3UTR	8522654	AT2G19780	10
3UTR	8522747	AT2G19780	12
3UTR	8528521	AT2G19790	23
intron	8531985	AT2G19800	1
3UTR	8551571	AT2G19810	3
3UTR	8574014	AT2G19860	5
intron	8611285	AT2G19930	4
3UTR	8623736	AT2G19970	1
3UTR	8623857	AT2G19970	3
3UTR	8632003	AT2G20000	1
CDS	8639907	AT2G20010	2
CDS	8646971	AT2G20020	2
3UTR	8649249	AT2G20030	1
3UTR	8649419	AT2G20050	3
CDS	8650967	AT2G20050	1
3UTR	8661500	AT2G20060	2
3UTR	8687219	AT2G20110	1
3UTR	8687301	AT2G20120	2
3UTR	8690328	AT2G20130	1
3UTR	8695086	AT2G20140	4
3UTR	8696726	AT2G20142	3
CDS	8696336	AT2G20142	1
3UTR	8721357	AT2G20210	2
3UTR	8721400	AT2G20210	1
3UTR	8721486	AT2G20210	5
3UTR	8727661	AT2G20230	7
3UTR	8727712	AT2G20230	3
3UTR	8733806	AT2G20250	1
3UTR	8737928	AT2G20270	1
CDS	8748421	AT2G20290	1
3UTR	8772594	AT2G20320	5
3UTR	8782663	AT2G20340	1
3UTR	8785632	AT2G20350	1
3UTR	8789232	AT2G20360	8
3UTR	8801879	AT2G20400	1
3UTR	8801973	AT2G20400	2
intron	8813999	AT2G20450	1
3UTR	8830567	AT2G20480	1
3UTR	8832860	AT2G20490	3
intron	8832136	AT2G20490	1
3UTR	8835170	AT2G20495	1
3UTR	8835219	AT2G20495	11
3UTR	8838817	AT2G20515	1
3UTR	8841462	AT2G20520	3
3UTR	8841538	AT2G20520	4
3UTR	8850311	AT2G20562	2
intron	8856237	AT2G20570	1
3UTR	8864764	AT2G20580	1
CDS	8878450	AT2G20610	1
intron	8896836	AT2G20625	1
3UTR	8903523	AT2G20635	2
3UTR	8903590	AT2G20635	2
3UTR	8903645	AT2G20635	1
3UTR	8903699	AT2G20635	1
3UTR	8911887	AT2G20670	30
CDS	8913273	AT2G20670	1
3UTR	8924885	AT2G20700	1
3UTR	8927821	AT2G20720	3
CDS	8943500	AT2G20760	18
3UTR	8947363	AT2G20770	1
3UTR	8953107	AT2G20800	1
CDS	8960143	AT2G20815	1
3UTR	8968199	AT2G20830	2
CDS	8968624	AT2G20830	1
intron	8968983	AT2G20830	1
CDS	8973627	AT2G20840	2
intron	8973959	AT2G20840	1
3UTR	8975377	AT2G20850	1
3UTR	8975419	AT2G20850	1
3UTR	8981991	AT2G20870	3
3UTR	8982028	AT2G20870	1
3UTR	8987259	AT2G20880	1
3UTR	9000506	AT2G20930	1
3UTR	9000660	AT2G20930	162
3UTR	9002055	AT2G20940	9
3UTR	9002122	AT2G20940	17
3UTR	9005943	AT2G20950	6
3UTR	9028914	AT2G21045	5
CDS	9037268	AT2G21060	1
3UTR	9043616	AT2G21070	7
3UTR	9045459	AT2G21090	6
CDS	9045822	AT2G21090	1
3UTR	9060720	AT2G21140	2
intron	9061685	AT2G21140	1
3UTR	9070893	AT2G21170	2
3UTR	9074928	AT2G21180	4
3UTR	9083908	AT2G21195	26
3UTR	9083904	AT2G21200	1
3UTR	9085269	AT2G21210	3
3UTR	9101284	AT2G21240	4
3UTR	9101379	AT2G21240	2
CDS	9101677	AT2G21240	1
intron	9112534	AT2G21280	1
3UTR	9114153	AT2G21300	2
3UTR	9114261	AT2G21300	1
3UTR	9127859	AT2G21320	2
3UTR	9136402	AT2G21340	19
intron	9133242	AT2G21340	1
3UTR	9136273	AT2G21350	3
intron	9144956	AT2G21380	1
intron	9150765	AT2G21385	2
3UTR	9168256	AT2G21410	1
3UTR	9168528	AT2G21410	1
intron	9176168	AT2G21440	2
CDS	9209010	AT2G21500	1
intron	9209098	AT2G21500	1
3UTR	9210624	AT2G21510	1
3UTR	9210685	AT2G21510	17
3UTR	9210725	AT2G21510	2
3UTR	9220559	AT2G21540	7
3UTR	9230270	AT2G21550	2
CDS	9230867	AT2G21560	1
3UTR	9244690	AT2G21600	18
3UTR	9244718	AT2G21600	1
3UTR	9244751	AT2G21600	1
3UTR	9244908	AT2G21600	2
3UTR	9245006	AT2G21610	1
3UTR	9253902	AT2G21630	21
CDS	9265555	AT2G21660	8
3UTR	9291578	AT2G21780	1
3UTR	9291707	AT2G21780	1
3UTR	9297838	AT2G21790	3
3UTR	9301925	AT2G21800	6
3UTR	9305791	AT2G21830	1
3UTR	9305824	AT2G21830	1
3UTR	9305959	AT2G21830	3
3UTR	9306952	AT2G21840	1
3UTR	9306977	AT2G21840	2
3UTR	9307025	AT2G21840	12
3UTR	9307147	AT2G21840	1
CDS	9316887	AT2G21850	1
CDS	9317165	AT2G21850	2
CDS	9317233	AT2G21850	3
CDS	9317364	AT2G21850	1
3UTR	9320146	AT2G21870	1
3UTR	9320369	AT2G21870	1
CDS	9320631	AT2G21870	1
CDS	9321657	AT2G21870	1
3UTR	9324655	AT2G21880	15
3UTR	9324760	AT2G21880	1
3UTR	9333933	AT2G21900	4
3UTR	9353223	AT2G21940	5
3UTR	9353058	AT2G21950	1
3UTR	9356956	AT2G21970	6
3UTR	9356985	AT2G21970	1
3UTR	9357033	AT2G21970	1
3UTR	9357059	AT2G21970	2
3UTR	9363323	AT2G22000	1
3UTR	9388103	AT2G22080	1
CDS	9387656	AT2G22080	1
CDS	9393364	AT2G22100	1
CDS	9413953	AT2G22125	1
3UTR	9414838	AT2G22140	1
CDS	9435175	AT2G22190	1
3UTR	9443141	AT2G22200	4
3UTR	9451616	AT2G22230	23
3UTR	9463191	AT2G22260	3
3UTR	9465402	AT2G22270	3
3UTR	9465530	AT2G22270	1
3UTR	9467938	AT2G22290	4
3UTR	9476531	AT2G22310	1
3UTR	9491078	AT2G22330	1
3UTR	9500836	AT2G22370	1
3UTR	9514513	AT2G22420	2
3UTR	9526026	AT2G22430	1
3UTR	9532969	AT2G22450	2
3UTR	9533005	AT2G22450	1
3UTR	9538286	AT2G22470	3
3UTR	9538329	AT2G22470	1
3UTR	9544902	AT2G22475	1
3UTR	9548496	AT2G22480	1
3UTR	9554036	AT2G22490	1
3UTR	9563144	AT2G22500	1
3UTR	9563223	AT2G22500	36
3UTR	9563375	AT2G22500	1
3UTR	9563496	AT2G22500	3
CDS	9563679	AT2G22500	1
CDS	9563841	AT2G22500	1
3UTR	9569025	AT2G22510	2
3UTR	9572791	AT2G22530	9
3UTR	9583850	AT2G22540	1
3UTR	9589534	AT2G22570	1
intron	9590512	AT2G22570	1
3UTR	9604824	AT2G22610	1
3UTR	9604781	AT2G22620	5
CDS	9604975	AT2G22620	3
intron	9609611	AT2G22620	11
3UTR	9621875	AT2G22630	1
3UTR	9624219	AT2G22640	7
3UTR	9624310	AT2G22640	1
3UTR	9649763	AT2G22690	1
3UTR	9649800	AT2G22690	1
intron	9657646	AT2G22720	1
CDS	9665737	AT2G22740	1
3UTR	9679254	AT2G22760	1
3UTR	9679301	AT2G22760	4
3UTR	9679372	AT2G22760	45
CDS	9678794	AT2G22760	3
3UTR	9686449	AT2G22770	16
3UTR	9686573	AT2G22770	123
3UTR	9686660	AT2G22770	1
intron	9685480	AT2G22770	1
3UTR	9697133	AT2G22790	1
CDS	9699157	AT2G22795	1
3UTR	9717637	AT2G22810	1
3UTR	9723592	AT2G22830	1
3UTR	9723637	AT2G22830	1
3UTR	9723680	AT2G22830	5
3UTR	9723713	AT2G22830	1
3UTR	9723742	AT2G22830	4
3UTR	9731402	AT2G22840	1
3UTR	9738157	AT2G22860	1
3UTR	9738262	AT2G22860	2
3UTR	9738299	AT2G22860	1
3UTR	9741053	AT2G22870	9
3UTR	9740786	AT2G22880	6
3UTR	9744158	AT2G22900	1
intron	9750456	AT2G22910	2
3UTR	9757487	AT2G22920	4
3UTR	9757537	AT2G22920	1
CDS	9756209	AT2G22920	1
3UTR	9761187	AT2G22930	2
intron	9775712	AT2G22970	2
intron	9781449	AT2G22980	1
intron	9787319	AT2G22990	1
intron	9788266	AT2G22990	1
intron	9789831	AT2G22990	4
3UTR	9795863	AT2G23000	4
CDS	9794342	AT2G23000	1
3UTR	9802579	AT2G23010	1
3UTR	9803568	AT2G23030	8
intron	9808626	AT2G23040	1
intron	9808676	AT2G23040	9
intron	9808746	AT2G23040	1
3UTR	9812659	AT2G23050	3
3UTR	9834693	AT2G23093	1
3UTR	9834750	AT2G23093	11
CDS	9835827	AT2G23096	1
3UTR	9837230	AT2G23100	2
3UTR	9837290	AT2G23100	7
3UTR	9837352	AT2G23100	8
3UTR	9837401	AT2G23100	1
CDS	9837655	AT2G23100	2
CDS	9838973	AT2G23100	8
3UTR	9841054	AT2G23110	1
3UTR	9842449	AT2G23120	2
3UTR	9842676	AT2G23120	1
CDS	9846331	AT2G23140	1
3UTR	9856191	AT2G23150	3
3UTR	9881990	AT2G23200	1
CDS	9905400	AT2G23290	2
3UTR	9917209	AT2G23300	2
3UTR	9917253	AT2G23300	1
3UTR	9917324	AT2G23300	4
3UTR	9919192	AT2G23310	49
3UTR	9919274	AT2G23310	5
3UTR	9926204	AT2G23320	3
3UTR	9926415	AT2G23320	6
3UTR	9926474	AT2G23320	2
CDS	9925643	AT2G23320	3
3UTR	9938881	AT2G23340	6
3UTR	9938947	AT2G23340	1
3UTR	9941124	AT2G23348	1
3UTR	9941179	AT2G23348	3
CDS	9941304	AT2G23348	2
CDS	9941387	AT2G23348	4
3UTR	9952880	AT2G23360	1
3UTR	9960350	AT2G23380	1
3UTR	9975142	AT2G23420	7
3UTR	9975190	AT2G23420	2
3UTR	9976953	AT2G23430	1
CDS	9977335	AT2G23430	4
3UTR	9988818	AT2G23450	1
3UTR	9998977	AT2G23470	2
3UTR	10013934	AT2G23520	1
3UTR	10026127	AT2G23540	4
3UTR	10026209	AT2G23540	10
3UTR	10044276	AT2G23610	2
intron	10045899	AT2G23610	1
3UTR	10047323	AT2G23620	3
3UTR	10047376	AT2G23620	7
3UTR	10047411	AT2G23620	1
CDS	10063483	AT2G23670	4
CDS	10063561	AT2G23670	2
3UTR	10067186	AT2G23680	6
3UTR	10067324	AT2G23680	2
3UTR	10067447	AT2G23680	20
CDS	10067099	AT2G23680	1
3UTR	10076520	AT2G23700	1
3UTR	10103399	AT2G23740	1
3UTR	10102786	AT2G23755	1
3UTR	10120013	AT2G23770	7
3UTR	10120137	AT2G23770	1
3UTR	10125524	AT2G23790	1
3UTR	10125567	AT2G23790	1
3UTR	10135489	AT2G23810	5
3UTR	10135836	AT2G23810	1
CDS	10135999	AT2G23810	1
CDS	10137013	AT2G23810	3
3UTR	10142947	AT2G23820	1
3UTR	10153688	AT2G23840	1
3UTR	10153721	AT2G23840	1
3UTR	10153748	AT2G23840	4
3UTR	10179900	AT2G23910	1
3UTR	10179930	AT2G23910	1
3UTR	10179957	AT2G23910	1
3UTR	10183316	AT2G23930	2
3UTR	10185264	AT2G23940	43
3UTR	10187018	AT2G23950	2
3UTR	10187062	AT2G23950	11
3UTR	10197741	AT2G23960	5
3UTR	10224626	AT2G24040	1
intron	10224362	AT2G24040	2
3UTR	10248862	AT2G24120	3
3UTR	10261333	AT2G24130	1
CDS	10260585	AT2G24130	1
CDS	10263314	AT2G24140	1
intron	10266614	AT2G24150	1
CDS	10283360	AT2G24180	1
3UTR	10283632	AT2G24190	1
intron	10300326	AT2G24220	2
3UTR	10312355	AT2G24240	16
3UTR	10312401	AT2G24240	1
3UTR	10313269	AT2G24250	1
3UTR	10327261	AT2G24270	1
5UTR	10333675	AT2G24280	3
5UTR	10333813	AT2G24280	2
5UTR	10333855	AT2G24280	1
3UTR	10340218	AT2G24290	1
3UTR	10347193	AT2G24330	1
3UTR	10364475	AT2G24350	1
3UTR	10383377	AT2G24420	1
3UTR	10383380	AT2G24430	1
intron	10386014	AT2G24430	1
3UTR	10398459	AT2G24480	1
3UTR	10400949	AT2G24500	1
3UTR	10401169	AT2G24500	1
3UTR	10419855	AT2G24520	2
3UTR	10419901	AT2G24520	2
3UTR	10427969	AT2G24550	1
CDS	10428820	AT2G24550	3
3UTR	10437397	AT2G24570	11
3UTR	10451848	AT2G24592	1
3UTR	10452094	AT2G24600	6
CDS	10453858	AT2G24600	1
3UTR	10462870	AT2G24615	1
CDS	10472003	AT2G24630	1
3UTR	10475462	AT2G24640	1
3UTR	10480540	AT2G24650	1
3UTR	10522602	AT2G24720	1
3UTR	10529582	AT2G24740	37
3UTR	10560084	AT2G24762	2
3UTR	10560176	AT2G24762	1
intron	10563244	AT2G24765	1
CDS	10567352	AT2G24790	2
CDS	10567446	AT2G24790	1
3UTR	10571143	AT2G24800	1
CDS	10576829	AT2G24820	1
intron	10578121	AT2G24830	1
3UTR	10582855	AT2G24850	5
CDS	10583443	AT2G24850	1
intron	10583494	AT2G24850	3
intron	10584263	AT2G24850	1
intron	10584859	AT2G24850	1
intron	10587845	AT2G24860	6
intron	10587872	AT2G24860	1
5UTR	10611437	AT2G24945	1
3UTR	10620169	AT2G24960	5
3UTR	10620255	AT2G24960	6
3UTR	10620088	AT2G24970	7
3UTR	10624197	AT2G24980	3
3UTR	10662979	AT2G25060	2
3UTR	10663188	AT2G25070	4
3UTR	10663331	AT2G25070	4
intron	10664768	AT2G25070	1
CDS	10669655	AT2G25080	10
intron	10668640	AT2G25080	1
3UTR	10670412	AT2G25090	2
intron	10671796	AT2G25090	1
3UTR	10679601	AT2G25100	1
3UTR	10695173	AT2G25130	1
3UTR	10702364	AT2G25150	3
3UTR	10709015	AT2G25160	1
CDS	10726180	AT2G25180	1
3UTR	10735602	AT2G25190	1
3UTR	10742610	AT2G25220	1
3UTR	10742707	AT2G25220	1
3UTR	10751677	AT2G25240	7
3UTR	10751737	AT2G25240	10
3UTR	10754563	AT2G25250	3
3UTR	10754808	AT2G25250	1
3UTR	10755466	AT2G25260	5
intron	10757179	AT2G25260	1
3UTR	10762470	AT2G25270	2
3UTR	10762533	AT2G25270	5
3UTR	10762566	AT2G25270	1
3UTR	10762345	AT2G25280	1
3UTR	10762387	AT2G25280	7
3UTR	10762441	AT2G25280	12
3UTR	10762472	AT2G25280	3
3UTR	10770706	AT2G25295	1
3UTR	10771628	AT2G25300	1
3UTR	10771655	AT2G25300	2
3UTR	10771717	AT2G25300	20
CDS	10777866	AT2G25310	1
3UTR	10779983	AT2G25312	1
3UTR	10792466	AT2G25340	1
3UTR	10803736	AT2G25355	1
3UTR	10821051	AT2G25420	18
3UTR	10830247	AT2G25450	1
3UTR	10832672	AT2G25460	1
3UTR	10833043	AT2G25460	2
3UTR	10833142	AT2G25460	4
CDS	10833190	AT2G25460	14
intron	10833382	AT2G25460	2
3UTR	10841930	AT2G25470	1
3UTR	10847394	AT2G25490	3
intron	10850194	AT2G25490	1
3UTR	10857247	AT2G25510	1
3UTR	10862211	AT2G25520	7
3UTR	10862396	AT2G25520	8
3UTR	10866807	AT2G25530	5
3UTR	10890406	AT2G25580	1
CDS	10888577	AT2G25580	1
intron	10892519	AT2G25590	1
intron	10892804	AT2G25590	1
3UTR	10900995	AT2G25605	3
3UTR	10901220	AT2G25610	2
3UTR	10901483	AT2G25610	3
CDS	10903528	AT2G25620	1
3UTR	10916084	AT2G25650	1
3UTR	10928614	AT2G25670	2
3UTR	10928649	AT2G25670	14
3UTR	10933004	AT2G25680	2
3UTR	10955468	AT2G25710	1
3UTR	10956334	AT2G25730	2
3UTR	10956682	AT2G25730	1
intron	10965236	AT2G25730	1
intron	10965288	AT2G25730	2
intron	10965320	AT2G25730	1
intron	10970205	AT2G25730	1
3UTR	10975054	AT2G25735	1
3UTR	10975146	AT2G25735	1
3UTR	10975236	AT2G25735	2
3UTR	10979751	AT2G25737	1
3UTR	10983808	AT2G25740	2
3UTR	10983872	AT2G25740	3
3UTR	10983974	AT2G25740	2
3UTR	10984817	AT2G25760	5
3UTR	10985073	AT2G25760	1
3UTR	10993574	AT2G25770	1
3UTR	11005844	AT2G25800	1
3UTR	11014105	AT2G25810	22
3UTR	11018715	AT2G25830	6
CDS	11030176	AT2G25850	1
3UTR	11034455	AT2G25870	1
3UTR	11034549	AT2G25870	1
3UTR	11034871	AT2G25880	1
3UTR	11037999	AT2G25890	2
3UTR	11049143	AT2G25910	4
3UTR	11054338	AT2G25920	1
3UTR	11070627	AT2G25950	1
3UTR	11070638	AT2G25964	13
3UTR	11071017	AT2G25964	1
3UTR	11071112	AT2G25964	1
3UTR	11077549	AT2G25980	1
3UTR	11087883	AT2G26010	1
3UTR	11089699	AT2G26020	1
3UTR	11089777	AT2G26020	1
3UTR	11091443	AT2G26030	1
CDS	11092268	AT2G26030	1
CDS	11092408	AT2G26030	1
3UTR	11094632	AT2G26040	1
3UTR	11094659	AT2G26040	1
3UTR	11094706	AT2G26040	2
3UTR	11105602	AT2G26070	2
3UTR	11122041	AT2G26110	13
CDS	11127490	AT2G26130	1
3UTR	11131577	AT2G26140	1
3UTR	11131658	AT2G26140	5
intron	11133534	AT2G26140	2
CDS	11148259	AT2G26190	3
3UTR	11156457	AT2G26200	16
3UTR	11159362	AT2G26210	1
3UTR	11167087	AT2G26230	1
3UTR	11167161	AT2G26230	35
3UTR	11170416	AT2G26250	13
3UTR	11170478	AT2G26250	3
CDS	11171070	AT2G26250	1
3UTR	11187786	AT2G26270	3
3UTR	11187970	AT2G26280	3
CDS	11188666	AT2G26280	1
intron	11190866	AT2G26280	24
3UTR	11192083	AT2G26290	1
3UTR	11192119	AT2G26290	1
3UTR	11192190	AT2G26290	1
CDS	11216376	AT2G26340	1
3UTR	11217410	AT2G26350	1
3UTR	11217460	AT2G26350	9
3UTR	11217546	AT2G26350	1
3UTR	11221426	AT2G26360	5
3UTR	11226180	AT2G26370	2
3UTR	11226437	AT2G26380	2
3UTR	11226499	AT2G26380	9
3UTR	11228842	AT2G26390	2
3UTR	11228929	AT2G26390	1
3UTR	11228960	AT2G26390	1
intron	11229899	AT2G26390	1
3UTR	11231951	AT2G26400	1
intron	11243995	AT2G26430	2
3UTR	11259157	AT2G26470	2
3UTR	11265644	AT2G26480	1
3UTR	11280825	AT2G26520	1
3UTR	11282708	AT2G26530	1
CDS	11283062	AT2G26530	1
3UTR	11291142	AT2G26547	1
intron	11314395	AT2G26590	1
intron	11316853	AT2G26600	13
3UTR	11331939	AT2G26640	1
CDS	11330340	AT2G26640	1
3UTR	11331892	AT2G26650	2
3UTR	11340834	AT2G26660	9
3UTR	11340871	AT2G26660	1
3UTR	11340952	AT2G26660	18
3UTR	11347264	AT2G26690	1
3UTR	11366039	AT2G26695	2
intron	11381380	AT2G26710	4
3UTR	11391593	AT2G26730	1
3UTR	11403469	AT2G26760	2
CDS	11406134	AT2G26770	1
intron	11407293	AT2G26770	2
intron	11407330	AT2G26770	3
3UTR	11423729	AT2G26780	3
intron	11419898	AT2G26780	1
3UTR	11433686	AT2G26810	3
3UTR	11433748	AT2G26810	22
3UTR	11442351	AT2G26820	1
3UTR	11447290	AT2G26840	1
3UTR	11452061	AT2G26860	23
3UTR	11452136	AT2G26860	1
CDS	11453210	AT2G26860	1
CDS	11453236	AT2G26860	1
3UTR	11462168	AT2G26890	41
3UTR	11462205	AT2G26890	88
3UTR	11462240	AT2G26890	1
CDS	11470473	AT2G26890	2
3UTR	11475014	AT2G26900	2
3UTR	11491659	AT2G26920	1
CDS	11490196	AT2G26920	1
3UTR	11513623	AT2G26975	10
3UTR	11515036	AT2G26980	1
3UTR	11523327	AT2G27000	2
3UTR	11526111	AT2G27010	3
3UTR	11526186	AT2G27010	1
3UTR	11536529	AT2G27035	1
3UTR	11548298	AT2G27050	2
3UTR	11567187	AT2G27080	1
3UTR	11567483	AT2G27080	2
CDS	11574862	AT2G27100	2
3UTR	11576566	AT2G27110	1
3UTR	11576597	AT2G27110	1
3UTR	11596494	AT2G27130	2
CDS	11611705	AT2G27170	3
CDS	11612268	AT2G27170	3
intron	11613747	AT2G27170	1
3UTR	11653909	AT2G27228	2
3UTR	11654020	AT2G27228	1
5UTR	11678036	AT2G27285	1
3UTR	11683751	AT2G27310	1
3UTR	11683784	AT2G27310	2
CDS	11684196	AT2G27310	7
3UTR	11694925	AT2G27330	3
3UTR	11694977	AT2G27330	1
CDS	11701646	AT2G27350	2
3UTR	11707992	AT2G27360	1
3UTR	11708041	AT2G27360	8
3UTR	11708449	AT2G27370	7
3UTR	11708485	AT2G27370	3
3UTR	11708544	AT2G27370	1
3UTR	11745024	AT2G27460	5
3UTR	11748097	AT2G27480	1
CDS	11752755	AT2G27500	1
CDS	11753123	AT2G27500	1
CDS	11753312	AT2G27500	1
3UTR	11758001	AT2G27505	1
3UTR	11776410	AT2G27580	12
3UTR	11777634	AT2G27590	25
3UTR	11777722	AT2G27590	1
3UTR	11798561	AT2G27660	1
3UTR	11811034	AT2G27690	150
3UTR	11811157	AT2G27690	5
3UTR	11811287	AT2G27690	1
CDS	11810068	AT2G27690	1
3UTR	11823834	AT2G27740	4
3UTR	11827535	AT2G27760	5
intron	11825167	AT2G27760	1
intron	11827071	AT2G27760	3
3UTR	11832952	AT2G27770	1
3UTR	11832985	AT2G27770	4
intron	11853034	AT2G27810	2
3UTR	11858151	AT2G27820	1
CDS	11857979	AT2G27820	1
3UTR	11861328	AT2G27830	1
3UTR	11861469	AT2G27830	14
3UTR	11863960	AT2G27840	1
3UTR	11864273	AT2G27860	1
3UTR	11864358	AT2G27860	13
intron	11865977	AT2G27860	4
intron	11866032	AT2G27860	1
5UTR	11877461	AT2G27900	9
intron	11884431	AT2G27900	1
CDS	11887364	AT2G27920	2
CDS	11887401	AT2G27920	1
3UTR	11893531	AT2G27930	2
3UTR	11893738	AT2G27930	2
3UTR	11912114	AT2G27970	1
3UTR	11913762	AT2G27980	1
3UTR	11921362	AT2G27990	2
3UTR	11929481	AT2G28000	1
3UTR	11959861	AT2G28070	16
3UTR	11959906	AT2G28070	1
3UTR	11959933	AT2G28070	1
3UTR	11959997	AT2G28070	1
3UTR	11960606	AT2G28080	7
CDS	11961198	AT2G28080	1
3UTR	11968039	AT2G28085	1
3UTR	11968118	AT2G28085	1
3UTR	11976671	AT2G28100	1
3UTR	11977771	AT2G28105	3
3UTR	11977854	AT2G28105	1
CDS	11977712	AT2G28105	1
3UTR	11991469	AT2G28130	1
3UTR	11995982	AT2G28140	2
3UTR	12006043	AT2G28160	1
3UTR	12006069	AT2G28160	9
3UTR	12006125	AT2G28160	13
3UTR	12006202	AT2G28160	1
intron	12030631	AT2G28210	1
3UTR	12037783	AT2G28230	1
3UTR	12052578	AT2G28260	1
3UTR	12052607	AT2G28260	6
3UTR	12054561	AT2G28270	5
CDS	12062180	AT2G28290	1
intron	12060657	AT2G28290	1
3UTR	12084330	AT2G28305	1
3UTR	12084580	AT2G28305	1
intron	12082447	AT2G28305	1
intron	12082867	AT2G28305	2
3UTR	12090696	AT2G28315	2
3UTR	12090771	AT2G28315	2
3UTR	12099645	AT2G28320	8
3UTR	12099738	AT2G28320	3
intron	12095413	AT2G28320	1
3UTR	12099958	AT2G28330	1
5UTR	12119344	AT2G28355	2
3UTR	12133558	AT2G28370	1
3UTR	12133751	AT2G28370	2
