region	coord	gene	WT PAT#	Oxt6 PAT#
3UTR	20616249	AT1G55260	1	1
3UTR	20616306	AT1G55260	84	10
3UTR	20618005	AT1G55270	54	9
3UTR	20622954	AT1G55280	16	18
3UTR	20628026	AT1G55300	60	34
3UTR	20632824	AT1G55310	1	18
3UTR	20632872	AT1G55310	41	142
3UTR	20636893	AT1G55320	13	1
3UTR	20647232	AT1G55325	49	23
3UTR	20648482	AT1G55330	339	20
3UTR	20653644	AT1G55340	6	6
3UTR	20653845	AT1G55350	31	46
3UTR	20666227	AT1G55360	142	49
3UTR	20666311	AT1G55360	1	2
3UTR	20676106	AT1G55370	3	12
3UTR	20676210	AT1G55370	1	2
3UTR	20704890	AT1G55450	29	1
3UTR	20704956	AT1G55450	3	2
3UTR	20705054	AT1G55450	129	3
3UTR	20705135	AT1G55450	568	1514
3UTR	20709026	AT1G55460	13	6
3UTR	20715548	AT1G55480	26	1
3UTR	20715626	AT1G55480	3	1
3UTR	20715589	AT1G55490	19	55
3UTR	20722655	AT1G55500	24	3
3UTR	20725725	AT1G55520	138	484
3UTR	20725852	AT1G55520	1	50
3UTR	20729242	AT1G55530	14	13
3UTR	20734597	AT1G55540	5	10
3UTR	20769319	AT1G55590	10	2
3UTR	20779587	AT1G55610	3	3
3UTR	20779634	AT1G55610	3	4
3UTR	20802715	AT1G55670	2594	2137
CDS	20803081	AT1G55670	10	1
3UTR	20803731	AT1G55675	3	2
5UTR	20804150	AT1G55675	3	1
5UTR	20804555	AT1G55675	2	5
3UTR	20804608	AT1G55680	1	16
3UTR	20804725	AT1G55680	20	7
3UTR	20835322	AT1G55740	1	1
3UTR	20840194	AT1G55750	6	12
3UTR	20840267	AT1G55750	6	6
3UTR	20840354	AT1G55750	1	2
CDS	20841943	AT1G55750	1	1
3UTR	20846914	AT1G55760	2	1
3UTR	20867675	AT1G55820	3	2
3UTR	20867773	AT1G55830	110	959
3UTR	20876241	AT1G55840	71	90
3UTR	20879469	AT1G55850	14	9
3UTR	20879531	AT1G55860	3	22
3UTR	20898933	AT1G55880	4	2
3UTR	20909610	AT1G55915	1	1
3UTR	20913390	AT1G55920	210	564
3UTR	20922203	AT1G55930	1	1
3UTR	20927752	AT1G55960	17	6
3UTR	20946248	AT1G56000	3	3
3UTR	20946750	AT1G56000	3	1
3UTR	20946676	AT1G56010	91	32
3UTR	20963452	AT1G56045	61	14
3UTR	20966408	AT1G56050	52	110
3UTR	20966548	AT1G56060	47	10
3UTR	20967917	AT1G56070	21	10
3UTR	20968049	AT1G56070	5910	4483
3UTR	20974323	AT1G56080	2	3
3UTR	20977692	AT1G56090	3	1
3UTR	20984333	AT1G56110	4	7
CDS	20984653	AT1G56110	4	49
CDS	20984754	AT1G56110	1	2
3UTR	20987172	AT1G56120	13	7
3UTR	20994772	AT1G56130	15	7
3UTR	21001476	AT1G56140	1	4
3UTR	21001573	AT1G56140	86	40
3UTR	21008092	AT1G56145	58	239
3UTR	21017904	AT1G56150	81	126
3UTR	21025837	AT1G56170	11	16
3UTR	21025907	AT1G56170	1	1
3UTR	21025879	AT1G56180	20	17
3UTR	21030524	AT1G56190	1	23
3UTR	21030599	AT1G56190	39	22
CDS	21030151	AT1G56190	1	4
3UTR	21032028	AT1G56200	17	476
3UTR	21037209	AT1G56210	7	1
3UTR	21044485	AT1G56220	2	1
3UTR	21044693	AT1G56220	687	656
3UTR	21046080	AT1G56230	14	19
3UTR	21056198	AT1G56240	74	5
3UTR	21061599	AT1G56250	26	2
3UTR	21072878	AT1G56280	819	735
intron	21073299	AT1G56280	23	6
3UTR	21078727	AT1G56290	1	9
3UTR	21078831	AT1G56300	283	193
intron	21079329	AT1G56300	1	1
intron	21079526	AT1G56300	30	7
3UTR	21086554	AT1G56330	294	15
3UTR	21086703	AT1G56330	77	2
3UTR	21086787	AT1G56330	1	2
3UTR	21089902	AT1G56340	16	103
3UTR	21097989	AT1G56350	3	3
3UTR	21130774	AT1G56423	12	15
3UTR	21138532	AT1G56440	24	13
3UTR	21149629	AT1G56460	28	111
3UTR	21167267	AT1G56500	4	1
intron	21161892	AT1G56500	134	2
3UTR	21173605	AT1G56510	47	10
CDS	21172088	AT1G56510	6	1
CDS	21177072	AT1G56520	3	1
3UTR	21195088	AT1G56560	4	3
3UTR	21195152	AT1G56560	22	5
3UTR	21198304	AT1G56580	199	29
3UTR	21202042	AT1G56590	49	22
3UTR	21202133	AT1G56590	3	10
CDS	21238894	AT1G56660	5	18
CDS	21238980	AT1G56660	7	6
3UTR	21257750	AT1G56700	395	50
3UTR	21263435	AT1G56720	4	1
3UTR	21310277	AT1G57540	6	1
3UTR	21310367	AT1G57540	24	9
3UTR	21330525	AT1G57600	4	11
3UTR	21330589	AT1G57600	822	2802
3UTR	21337211	AT1G57610	64	2
3UTR	21344585	AT1G57620	4	3
3UTR	21344687	AT1G57620	45	25
3UTR	21356485	AT1G57660	27	6
3UTR	21362512	AT1G57680	3	14
3UTR	21380307	AT1G57720	246	332
3UTR	21394963	AT1G57765	155	5
3UTR	21414188	AT1G57820	8	2
3UTR	21429917	AT1G57860	32	4
3UTR	21431117	AT1G57870	10	3
3UTR	21439303	AT1G57980	15	3
3UTR	21441580	AT1G57990	2906	305
CDS	21441819	AT1G57990	31	97
3UTR	21464086	AT1G58030	306	2247
3UTR	21504075	AT1G58070	5	3
3UTR	21504333	AT1G58080	466	802
3UTR	21512447	AT1G58100	52	18
3UTR	21515473	AT1G58110	39	25
3UTR	21530620	AT1G58150	15	3
3UTR	21537980	AT1G58180	1	1
3UTR	21548139	AT1G58200	4	15
3UTR	21558256	AT1G58220	135	881
3UTR	21587283	AT1G58250	4	1
3UTR	21612074	AT1G58270	108	39
3UTR	21612288	AT1G58270	51	1
intron	21612858	AT1G58270	1	1
3UTR	21620330	AT1G58280	46	6
3UTR	21623735	AT1G58290	1646	2038
CDS	21624065	AT1G58290	14	21
CDS	21624799	AT1G58290	1	1
3UTR	21655252	AT1G58340	1	1
3UTR	21663046	AT1G58350	3	2
3UTR	21680410	AT1G58360	27	3
3UTR	21680469	AT1G58360	75	5
3UTR	21690240	AT1G58380	43	11
3UTR	21713879	AT1G58440	132	12
3UTR	21728761	AT1G58470	2	3
intron	21877212	AT1G59540	168	192
3UTR	21883731	AT1G59560	2	2
3UTR	21883785	AT1G59560	8	1
3UTR	21885888	AT1G59580	13	1
3UTR	21885968	AT1G59580	418	105
3UTR	21905717	AT1G59620	37	230
3UTR	21909177	AT1G59640	7	2
3UTR	21922772	AT1G59650	11	1
3UTR	21929385	AT1G59660	2	1
3UTR	21937854	AT1G59700	36	9
3UTR	21937933	AT1G59700	6	2
3UTR	21939846	AT1G59710	41	6
3UTR	21972342	AT1G59740	2	1
3UTR	21972412	AT1G59740	51	24
3UTR	21984337	AT1G59750	23	2
3UTR	21984450	AT1G59750	35	4
3UTR	21984428	AT1G59760	3	12
3UTR	22020307	AT1G59820	13	2
3UTR	22020519	AT1G59830	31	4
3UTR	22028380	AT1G59850	1	1
3UTR	22040038	AT1G59870	902	39
3UTR	22051032	AT1G59890	2	1
3UTR	22053836	AT1G59900	166	35
3UTR	22053890	AT1G59910	38	1
3UTR	22054055	AT1G59910	18	4
3UTR	22071357	AT1G59960	47	415
3UTR	22074757	AT1G59970	2	1
3UTR	22074867	AT1G59970	5	3
3UTR	22095320	AT1G60010	25	5
3UTR	22095441	AT1G60010	4	8
3UTR	22095560	AT1G60010	1	2
3UTR	22142736	AT1G60070	23	1
3UTR	22142777	AT1G60070	10	4
3UTR	22177008	AT1G60140	241	163
3UTR	22188114	AT1G60160	31	9
3UTR	22188175	AT1G60160	5	4
3UTR	22195370	AT1G60170	147	103
3UTR	22200711	AT1G60200	2	9
CDS	22201451	AT1G60200	29	108
3UTR	22212052	AT1G60230	7	3
3UTR	22212135	AT1G60230	3	1
3UTR	22264409	AT1G60420	13	9
CDS	22263979	AT1G60420	1	2
3UTR	22264384	AT1G60430	7	1
3UTR	22266510	AT1G60440	44	6
3UTR	22285582	AT1G60490	57	2
3UTR	22314176	AT1G60590	3	5
3UTR	22314286	AT1G60590	2	2
3UTR	22324554	AT1G60600	1	1
3UTR	22324605	AT1G60600	3	1
3UTR	22324673	AT1G60600	53	11
3UTR	22327911	AT1G60610	8	2
CDS	22328031	AT1G60610	1	14
3UTR	22333492	AT1G60620	6	2
3UTR	22334561	AT1G60630	3	18
3UTR	22334677	AT1G60630	50	446
3UTR	22342293	AT1G60650	21	9
3UTR	22342327	AT1G60660	61	2
3UTR	22342413	AT1G60660	1	1
3UTR	22342444	AT1G60660	3	1
3UTR	22347514	AT1G60670	1	2
3UTR	22347575	AT1G60670	97	78
3UTR	22347670	AT1G60670	1	1
3UTR	22347695	AT1G60680	15	2
3UTR	22349796	AT1G60690	2	7
3UTR	22351867	AT1G60700	5	2
3UTR	22354774	AT1G60710	39	4
3UTR	22354855	AT1G60710	1	4
3UTR	22358072	AT1G60730	44	16
3UTR	22369025	AT1G60780	211	18
3UTR	22369132	AT1G60780	3	1
3UTR	22380056	AT1G60790	37	268
3UTR	22388557	AT1G60810	28	4
3UTR	22401045	AT1G60860	2	4
3UTR	22410342	AT1G60870	144	61
3UTR	22412265	AT1G60890	6	2
3UTR	22428004	AT1G60900	21	8
CDS	22439486	AT1G60940	1	47
3UTR	22445162	AT1G60950	2110	258
3UTR	22445312	AT1G60960	38	3
3UTR	22445390	AT1G60960	18	1
3UTR	22462718	AT1G60989	320	9
3UTR	22485876	AT1G61040	248	1344
3UTR	22508604	AT1G61100	43	14
CDS	22509261	AT1G61100	1	1
3UTR	22544644	AT1G61150	50	113
3UTR	22544742	AT1G61150	4	3
3UTR	22550614	AT1G61170	41	42
3UTR	22554549	AT1G61180	15	1
3UTR	22571889	AT1G61210	1	1
3UTR	22588845	AT1G61250	290	15
3UTR	22630010	AT1G61340	14	1
3UTR	22637719	AT1G61360	143	4
3UTR	22646189	AT1G61380	70	5
3UTR	22650165	AT1G61390	1	1
3UTR	22660341	AT1G61420	1	1
3UTR	22660390	AT1G61420	10	4
3UTR	22664524	AT1G61430	3	3
3UTR	22664574	AT1G61430	22	32
CDS	22664919	AT1G61430	1	2
3UTR	22679149	AT1G61470	25	2
3UTR	22679277	AT1G61470	3	1
3UTR	22685069	AT1G61490	1	1
3UTR	22701268	AT1G61520	7424	14150
3UTR	22718716	AT1G61570	305	40
3UTR	22720708	AT1G61580	108	294
3UTR	22723485	AT1G61590	30	1
3UTR	22739314	AT1G61620	454	828
3UTR	22753781	AT1G61660	5	2
3UTR	22753837	AT1G61660	1	1
3UTR	22772383	AT1G61670	83	15
CDS	22770877	AT1G61670	1	1
CDS	22770974	AT1G61670	3	3
3UTR	22782646	AT1G61690	10	25
3UTR	22798183	AT1G61740	134	8
3UTR	22798289	AT1G61740	48	50
3UTR	22812544	AT1G61770	11	13
3UTR	22812593	AT1G61770	15	18
3UTR	22812692	AT1G61780	461	29
3UTR	22815599	AT1G61790	11	1
3UTR	22820998	AT1G61795	70	18
3UTR	22826744	AT1G61800	104	71
3UTR	22826827	AT1G61800	5	10
3UTR	22862862	AT1G61860	2	2
3UTR	22865108	AT1G61870	16	3
3UTR	22867918	AT1G61890	53	248
3UTR	22868019	AT1G61890	9	76
3UTR	22882236	AT1G61900	207	18
3UTR	22882342	AT1G61900	6	3
3UTR	22906167	AT1G61970	1	2
3UTR	22909590	AT1G61980	2	1
3UTR	22923837	AT1G62020	3	2
3UTR	22923994	AT1G62020	184	7
3UTR	22934368	AT1G62040	100	1
3UTR	22975570	AT1G62180	93	22
3UTR	22995447	AT1G62250	33	68
3UTR	23016682	AT1G62300	8	2
3UTR	23016803	AT1G62300	3	12
3UTR	23026779	AT1G62305	8	2
3UTR	23041420	AT1G62320	2	1
3UTR	23050106	AT1G62330	6	2
intron	23047428	AT1G62330	1	51
3UTR	23058609	AT1G62360	12	5
3UTR	23073277	AT1G62370	3	2
3UTR	23073330	AT1G62370	2	2
3UTR	23084248	AT1G62380	294	299
3UTR	23091706	AT1G62400	70	97
3UTR	23102763	AT1G62420	3	3
3UTR	23100141	AT1G62422	69	3
3UTR	23105956	AT1G62430	3	2
3UTR	23129698	AT1G62480	1	243
3UTR	23133262	AT1G62500	4	1
3UTR	23133357	AT1G62500	58	8
3UTR	23136369	AT1G62510	15	16
3UTR	23136421	AT1G62510	3	18
3UTR	23155713	AT1G62540	31	44
3UTR	23162739	AT1G62560	5	5
3UTR	23172028	AT1G62570	136	36
3UTR	23181472	AT1G62600	408	737
3UTR	23181440	AT1G62610	7	1
3UTR	23195012	AT1G62640	11	1
3UTR	23203579	AT1G62660	23	37
3UTR	23203637	AT1G62660	308	184
3UTR	23203806	AT1G62660	3	3
3UTR	23223916	AT1G62710	18	4
3UTR	23233503	AT1G62740	13	2
3UTR	23233517	AT1G62750	118	77
5UTR	23236375	AT1G62750	1	2
CDS	23234339	AT1G62750	1	1
CDS	23234840	AT1G62750	3	9
3UTR	23245889	AT1G62770	11	164
3UTR	23253672	AT1G62790	97	3
3UTR	23253762	AT1G62800	3	1
3UTR	23253857	AT1G62800	15	1
3UTR	23258083	AT1G62810	16	2
3UTR	23272511	AT1G62840	5	1
intron	23305529	AT1G62920	2	1
intron	23305561	AT1G62920	3	4
3UTR	23318119	AT1G62950	1	1
3UTR	23318167	AT1G62950	2	1
3UTR	23318242	AT1G62960	70	116
3UTR	23326036	AT1G62970	5	2
3UTR	23330747	AT1G62975	231	237
3UTR	23333056	AT1G62980	5	4
3UTR	23333137	AT1G62980	16	69
3UTR	23340594	AT1G62990	47	6
3UTR	23344092	AT1G63000	24	2
3UTR	23347881	AT1G63010	7	1
3UTR	23388720	AT1G63080	1	1
3UTR	23407969	AT1G63110	234	16
3UTR	23415150	AT1G63130	24	1
3UTR	23421678	AT1G63150	2	3
3UTR	23421890	AT1G63160	55	649
3UTR	23427298	AT1G63170	22	3
CDS	23458057	AT1G63240	1	12
3UTR	23460285	AT1G63245	59	15
3UTR	23463055	AT1G63250	1	1
3UTR	23466768	AT1G63260	110	236
3UTR	23471846	AT1G63290	1	1
3UTR	23471915	AT1G63290	6	3
3UTR	23471965	AT1G63290	11	17
3UTR	23486170	AT1G63300	1	10
3UTR	23486221	AT1G63300	13	20
CDS	23501376	AT1G63360	1	1
3UTR	23518827	AT1G63420	2	1
CDS	23517536	AT1G63420	1	2
3UTR	23526683	AT1G63430	5	15
3UTR	23531235	AT1G63440	7	1
3UTR	23536413	AT1G63460	214	3
3UTR	23536546	AT1G63470	56	65
3UTR	23539680	AT1G63480	6	8
3UTR	23558896	AT1G63500	125	6
3UTR	23583526	AT1G63610	15	9
3UTR	23602860	AT1G63650	2	1
3UTR	23603987	AT1G63660	40	6
3UTR	23617720	AT1G63680	6	3
3UTR	23622291	AT1G63690	163	10
3UTR	23624690	AT1G63700	4	9
3UTR	23632211	AT1G63710	2	3
3UTR	23655361	AT1G63750	9	42
3UTR	23657505	AT1G63770	12	2
3UTR	23657625	AT1G63770	548	184
intron	23659881	AT1G63770	2	1
3UTR	23664893	AT1G63780	222	7
3UTR	23667668	AT1G63800	411	327
CDS	23668764	AT1G63800	1	2
3UTR	23669547	AT1G63810	2	5
3UTR	23689720	AT1G63840	4	1
3UTR	23689781	AT1G63840	7	1
3UTR	23712305	AT1G63880	37	3
3UTR	23712383	AT1G63880	2	2
3UTR	23712449	AT1G63880	12	1
3UTR	23719174	AT1G63900	2	2
3UTR	23719243	AT1G63900	91	40
3UTR	23733734	AT1G63940	47	30
3UTR	23733894	AT1G63940	47	8
3UTR	23738816	AT1G63970	471	532
3UTR	23743224	AT1G63980	8	27
3UTR	23743283	AT1G63980	1	1
3UTR	23766021	AT1G64050	2	1
3UTR	23776543	AT1G64060	25	8
3UTR	23779364	AT1G64065	17	45
3UTR	23779428	AT1G64065	37	7
3UTR	23779469	AT1G64065	12	2
3UTR	23790852	AT1G64090	102	4
3UTR	23790909	AT1G64090	94	2
3UTR	23796726	AT1G64110	4	8
3UTR	23808939	AT1G64150	29	3
3UTR	23814768	AT1G64160	2	1
3UTR	23815063	AT1G64170	16	3
3UTR	23824353	AT1G64180	6	13
3UTR	23825365	AT1G64190	19	14
3UTR	23825472	AT1G64190	11	4
3UTR	23832972	AT1G64220	8	2
3UTR	23835339	AT1G64230	2	7
3UTR	23835386	AT1G64230	343	138
3UTR	23835463	AT1G64230	84	11
3UTR	23850082	AT1G64260	1	1
3UTR	23853139	AT1G64280	55	2
3UTR	23853217	AT1G64280	4	1
CDS	23854616	AT1G64280	4	3
3UTR	23883161	AT1G64350	2	25
3UTR	23883258	AT1G64350	26	26
3UTR	23887076	AT1G64355	7	8
3UTR	23887117	AT1G64355	26	10
3UTR	23889659	AT1G64370	295	233
CDS	23889420	AT1G64370	10	85
3UTR	23902182	AT1G64385	71	42
3UTR	23915107	AT1G64390	4	2
3UTR	23915161	AT1G64390	80	1
3UTR	23915597	AT1G64400	4	2
3UTR	23924362	AT1G64405	7	1
3UTR	23943560	AT1G64460	55	225
3UTR	23954493	AT1G64500	10	20
3UTR	23954546	AT1G64500	1	1
3UTR	23954815	AT1G64510	285	206
3UTR	23958323	AT1G64520	213	15
3UTR	23963018	AT1G64530	16	7
3UTR	23973569	AT1G64550	6	9
CDS	23969423	AT1G64550	6	2
3UTR	24022296	AT1G64628	20	3
3UTR	24022385	AT1G64640	56	2
3UTR	24023594	AT1G64650	297	408
3UTR	24030648	AT1G64660	41	105
3UTR	24030778	AT1G64660	3	3
3UTR	24030725	AT1G64670	1	2
3UTR	24030804	AT1G64670	26	9
3UTR	24030916	AT1G64670	21	51
3UTR	24037269	AT1G64680	81	113
3UTR	24037365	AT1G64680	54	15
5UTR	24038042	AT1G64690	10	11
3UTR	24039748	AT1G64700	3	8
3UTR	24046436	AT1G64710	1195	600
3UTR	24046619	AT1G64710	16	12
3UTR	24046748	AT1G64720	16319	25212
CDS	24047007	AT1G64720	93	393
CDS	24047090	AT1G64720	146	636
3UTR	24052605	AT1G64750	146	25
3UTR	24054131	AT1G64760	58	2
CDS	24058140	AT1G64770	1	3
3UTR	24060782	AT1G64780	39	1
3UTR	24064844	AT1G64790	7	1
3UTR	24088426	AT1G64810	1	2
3UTR	24088455	AT1G64810	13	3
3UTR	24095304	AT1G64840	21	1
3UTR	24096435	AT1G64850	27	34
3UTR	24096529	AT1G64850	7	47
3UTR	24100949	AT1G64860	21	68
3UTR	24108938	AT1G64880	14	33
3UTR	24109147	AT1G64880	42	98
3UTR	24114974	AT1G64900	9	11
3UTR	24129294	AT1G64950	289	394
3UTR	24129431	AT1G64950	2	51
3UTR	24134114	AT1G64970	4	1
3UTR	24134159	AT1G64970	16	2
3UTR	24134221	AT1G64970	11	6
3UTR	24137516	AT1G64980	16	48
3UTR	24137590	AT1G64980	30	255
3UTR	24139928	AT1G64990	62	3
intron	24142733	AT1G64990	1	2
3UTR	24148481	AT1G65000	11	1
3UTR	24148655	AT1G65000	56	9
3UTR	24154296	AT1G65010	26	1
3UTR	24154388	AT1G65020	42	6
3UTR	24158635	AT1G65032	13	1
3UTR	24167226	AT1G65060	61	79
3UTR	24172978	AT1G65070	4	202
3UTR	24183918	AT1G65110	1	1
3UTR	24203840	AT1G65150	6	1
3UTR	24215704	AT1G65190	53	14
3UTR	24228955	AT1G65220	158	461
3UTR	24235810	AT1G65250	5	1
3UTR	24240614	AT1G65260	392	44
3UTR	24240706	AT1G65260	1	1
3UTR	24248730	AT1G65280	21	3
CDS	24245678	AT1G65280	5	719
3UTR	24248852	AT1G65290	577	45
3UTR	24258413	AT1G65310	8	4
3UTR	24259887	AT1G65320	73	1
3UTR	24289196	AT1G65380	7	4
3UTR	24289305	AT1G65380	12	4
3UTR	24294632	AT1G65390	135	11
3UTR	24294699	AT1G65390	33	14
3UTR	24300910	AT1G65430	27	4
3UTR	24306606	AT1G65440	2	3
3UTR	24306715	AT1G65440	41	142
CDS	24313516	AT1G65440	49	48
intron	24310153	AT1G65440	3	3
intron	24310228	AT1G65440	1	1
3UTR	24350246	AT1G65486	47	1
3UTR	24358464	AT1G65500	5	40
3UTR	24358543	AT1G65500	66	43
3UTR	24359940	AT1G65510	13	1
3UTR	24361066	AT1G65520	58	43
3UTR	24362188	AT1G65540	5	1
3UTR	24377324	AT1G65580	39	6
3UTR	24377362	AT1G65580	7	2
3UTR	24391208	AT1G65590	86	2
intron	24387168	AT1G65590	10	35
intron	24387652	AT1G65590	2	1
3UTR	24418085	AT1G65660	3	1
3UTR	24418129	AT1G65660	4	5
intron	24430185	AT1G65681	13	38
3UTR	24431587	AT1G65690	3	1
3UTR	24434260	AT1G65700	41	3
3UTR	24440284	AT1G65720	1377	166
3UTR	24476684	AT1G65800	4	3
3UTR	24486876	AT1G65820	1326	27
3UTR	24492894	AT1G65840	11	4
3UTR	24492935	AT1G65840	20	14
3UTR	24493173	AT1G65845	75	1
3UTR	24499067	AT1G65860	64	52
3UTR	24515877	AT1G65900	6	1
3UTR	24541863	AT1G65930	1	2
3UTR	24541926	AT1G65930	2	1
3UTR	24542058	AT1G65930	734	966
3UTR	24557450	AT1G65960	429	527
CDS	24557162	AT1G65960	17	21
intron	24556666	AT1G65960	3	3
3UTR	24557392	AT1G65970	618	10
3UTR	24557444	AT1G65970	1	1
3UTR	24559415	AT1G65980	148	26
3UTR	24583669	AT1G66040	1	2
3UTR	24595888	AT1G66070	44	4
CDS	24604526	AT1G66090	1	1
3UTR	24605702	AT1G66100	446	42
3UTR	24616832	AT1G66130	350	3191
3UTR	24616926	AT1G66130	4	22
3UTR	24619838	AT1G66140	25	14
3UTR	24619918	AT1G66140	10	44
3UTR	24634599	AT1G66150	168	113
3UTR	24638550	AT1G66160	274	5
3UTR	24648757	AT1G66180	237	33
3UTR	24652851	AT1G66190	2	1
3UTR	24652903	AT1G66190	2	8
3UTR	24655227	AT1G66200	189	11
3UTR	24686159	AT1G66240	1	18
3UTR	24686306	AT1G66240	1898	3311
CDS	24686557	AT1G66240	1	10
CDS	24686787	AT1G66240	79	209
3UTR	24695476	AT1G66250	6	6
3UTR	24695572	AT1G66250	21	22
3UTR	24695718	AT1G66260	237	785
3UTR	24699991	AT1G66270	507	3
3UTR	24706649	AT1G66280	216	1
3UTR	24729733	AT1G66330	150	456
3UTR	24729816	AT1G66330	6	49
3UTR	24737696	AT1G66340	5	7
3UTR	24737769	AT1G66340	5	6
3UTR	24749969	AT1G66350	28	3
3UTR	24774187	AT1G66410	39	33
3UTR	24780549	AT1G66430	23	3
CDS	24811918	AT1G66500	3	1
CDS	24811966	AT1G66500	1	1
CDS	24812212	AT1G66500	324	9
3UTR	24816127	AT1G66520	99	92
3UTR	24818951	AT1G66530	8	8
3UTR	24840613	AT1G66580	566	31
3UTR	24840720	AT1G66580	7	1
3UTR	24849405	AT1G66600	13	8
3UTR	24861858	AT1G66660	2	1
3UTR	24861928	AT1G66660	4	1
3UTR	24863852	AT1G66670	222	51
3UTR	24866209	AT1G66680	137	56
3UTR	24873298	AT1G66700	12	10
3UTR	24892023	AT1G66730	14	114
3UTR	24897138	AT1G66750	11	50
3UTR	24897216	AT1G66750	21	29
3UTR	24904334	AT1G66760	48	24
3UTR	24926346	AT1G66800	9	1
3UTR	24955637	AT1G66880	21	1
3UTR	24958118	AT1G66890	7	4
3UTR	24958198	AT1G66890	1	6
3UTR	24961451	AT1G66910	2	1
3UTR	24965168	AT1G66920	5	6
3UTR	24965305	AT1G66920	22	25
3UTR	24965345	AT1G66920	2	17
3UTR	24992609	AT1G66970	196	23
3UTR	24992695	AT1G66970	8	1
CDS	24998206	AT1G66980	5	26
3UTR	25017348	AT1G67030	1	1
3UTR	25028538	AT1G67050	1	1
3UTR	25028574	AT1G67050	1	1
3UTR	25028627	AT1G67050	78	140
CDS	25028882	AT1G67050	1	1
3UTR	25039367	AT1G67060	41	2
3UTR	25045242	AT1G67080	63	1
3UTR	25048145	AT1G67090	3	8
3UTR	25048280	AT1G67090	16186	1906
3UTR	25061726	AT1G67110	4	1
3UTR	25100912	AT1G67140	10	2
3UTR	25100962	AT1G67140	2	1
3UTR	25124694	AT1G67150	3	1
3UTR	25129405	AT1G67170	11	18
3UTR	25129453	AT1G67170	3	3
3UTR	25134385	AT1G67190	9	1
3UTR	25137205	AT1G67195	202	13
3UTR	25144064	AT1G67210	19	95
3UTR	25151351	AT1G67230	4	1
3UTR	25151416	AT1G67230	1	2
CDS	25152232	AT1G67230	1	2
3UTR	25163683	AT1G67250	165	59
intron	25164840	AT1G67250	8	1
3UTR	25175624	AT1G67265	6	1
3UTR	25188340	AT1G67280	1	43
3UTR	25188410	AT1G67280	1	16
3UTR	25193707	AT1G67300	51	2
3UTR	25197936	AT1G67310	4	1
3UTR	25209544	AT1G67325	3	3
3UTR	25215086	AT1G67330	3	7
3UTR	25215174	AT1G67330	68	78
3UTR	25215219	AT1G67330	39	19
3UTR	25231841	AT1G67340	26	16
3UTR	25236803	AT1G67350	162	5
3UTR	25239200	AT1G67370	2	31
3UTR	25251429	AT1G67410	1	1
3UTR	25260429	AT1G67420	1	2
3UTR	25260529	AT1G67420	1	2
3UTR	25263757	AT1G67430	731	489
CDS	25263302	AT1G67430	3	14
3UTR	25263817	AT1G67440	12	2
3UTR	25273482	AT1G67470	47	3
3UTR	25278646	AT1G67480	840	1790
3UTR	25297302	AT1G67510	22	1
3UTR	25302727	AT1G67520	3	13
3UTR	25311167	AT1G67530	1	2
3UTR	25311233	AT1G67530	8	1
3UTR	25317362	AT1G67550	1	1
3UTR	25327038	AT1G67570	8	1
3UTR	25327186	AT1G67570	1	2
3UTR	25336377	AT1G67600	5	1
3UTR	25365188	AT1G67660	6	9
3UTR	25365822	AT1G67680	41	67
CDS	25366269	AT1G67680	176	125
CDS	25366307	AT1G67680	4	2
3UTR	25375968	AT1G67700	1	1
3UTR	25376027	AT1G67700	48	93
3UTR	25376906	AT1G67710	2	1
3UTR	25391049	AT1G67720	13	16
3UTR	25393567	AT1G67730	519	9
3UTR	25394327	AT1G67740	16	10
3UTR	25415953	AT1G67785	12	15
intron	25416878	AT1G67785	25	9
3UTR	25420793	AT1G67800	48	16
3UTR	25427339	AT1G67810	18	5
3UTR	25427378	AT1G67810	7	2
3UTR	25431560	AT1G67830	4	1
3UTR	25437050	AT1G67840	128	31
3UTR	25442069	AT1G67850	31	5
3UTR	25444804	AT1G67860	178	984
3UTR	25446285	AT1G67865	139	14
3UTR	25446322	AT1G67865	4	4
3UTR	25449422	AT1G67870	432	1914
3UTR	25449504	AT1G67870	29	19
intron	25450614	AT1G67870	105	243
3UTR	25471448	AT1G67910	43	7
3UTR	25474126	AT1G67930	7	3
3UTR	25474165	AT1G67930	1	1
3UTR	25478808	AT1G67940	21	6
3UTR	25478716	AT1G67950	11	2
3UTR	25480650	AT1G67960	19	1
3UTR	25493048	AT1G68000	189	13
CDS	25492552	AT1G68000	1	1
3UTR	25495876	AT1G68010	589	728
3UTR	25495989	AT1G68010	1	1
3UTR	25500371	AT1G68020	48	71
intron	25503997	AT1G68040	331	122
3UTR	25510881	AT1G68050	53	113
3UTR	25515278	AT1G68070	36	35
3UTR	25524101	AT1G68100	31	20
3UTR	25534396	AT1G68130	1	2
3UTR	25539096	AT1G68140	22	1
3UTR	25539138	AT1G68140	10	4
3UTR	25539233	AT1G68140	1	3
3UTR	25545755	AT1G68150	4	10
3UTR	25558498	AT1G68185	6	5
3UTR	25561109	AT1G68190	5	3
3UTR	25561165	AT1G68190	83	246
3UTR	25585821	AT1G68260	8	1
3UTR	25598343	AT1G68300	172	10
3UTR	25601407	AT1G68310	67	4
3UTR	25631744	AT1G68370	7	13
3UTR	25646234	AT1G68400	16	6
3UTR	25650055	AT1G68410	2	5
3UTR	25650127	AT1G68410	12	17
