id	Protein IDs	Majority protein IDs	Protein names	Gene names	iBAQ CCL_H rep1	log10 IBAQ CCL rep1	iBAQ CCL_L rep2	log10 IBAQ CCL rep2	iBAQ CCL_L rep3	log10 IBAQ CCL rep3	Median IBAQ CCL	log10 Median CCL	Ratio CCl_H/NoCL_L rep1	Ratio CLL_L/NoCL_H rep2	Ratio CLL_L/NoCL_H rep3	iBAQ	iBAQ L	iBAQ H	iBAQ rep1	iBAQ NoCL_L rep1	iBAQ rep2	iBAQ NoCL_H rep2	iBAQ rep3	iBAQ NoCL_H rep3	GOBP name	GOMF name	GOCC name	KEGG name	Pfam	Ratio H/L count rep1	Ratio H/L count rep2	Ratio H/L count rep3	Intensity L	Intensity H	Intensity rep1	Intensity L rep1	Intensity H rep1	Intensity rep2	Intensity L rep2	Intensity H rep2	Intensity rep3	Intensity L rep3	Intensity H rep3
133	Q94A30;F4I0C1;Q9ZVU7;F4I0C2	Q94A30;F4I0C1;Q9ZVU7;F4I0C2		ECT4;T5A14.10	8605.4	3.9347710622	76347	4.8827919764	601910	5.7795315587	76347	4.8827919764	NaN	2.42128	1.89025	793250	678900	114350	9245.9	640.58	80747	4400	703260	101350					YTH	1	2	7	17651000	2973200	240390	16655	223740	2099400	1985000	114400	18285000	15650000	2635000
134	F4I0X0;Q8GZ26	F4I0X0;Q8GZ26		At1g03460/F21B7_26	1043600	6.0185340704	1050000	6.0211892991	9263300	6.9667657293	1050000	6.0211892991	3.33814	3.59111	4.4293	12097000	10374000	1723100	1104500	60918	1114700	64740	9878100	614770		binding;nucleic acid binding;nucleotide binding;RNA binding	cell part;intracellular part;macromolecular complex;ribonucleoprotein complex		RRM_1	11	13	24	217860000	36185000	23195000	1279300	21916000	23409000	22049000	1359500	207440000	194530000	12910000
135	F4I1G1;Q8W0Z3;Q8VZT4;Q9C7R5;Q9C7R4	F4I1G1;Q8W0Z3;Q8VZT4;Q9C7R5;Q9C7R4		F15D2.27;F15D2.28	345940	5.5390007811	447320	5.6506183162	3108600	6.4925648427	447320	5.6506183162	1.59354	4.25297	2.80834	4171200	3692200	479060	482240	136300	457420	10101	3231600	123010		catalytic activity;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups			DUF1296	5	4	11	81228000	10539000	10609000	2998600	7610800	10063000	9840900	222230	71095000	68388000	2706200
136	F4I2E4;Q9S7D7;Q94JR9	F4I2E4;Q9S7D7		F14G6.6	395520	5.5971684491	956230	5.9805623648	972310	5.9878047524	956230	5.9805623648	NaN	3.75316	2.21003	3132000	2054100	1077900	521040	125520	1277500	321250	1333500	361150		binding;nucleic acid binding;nucleotide binding			RRM_1	1	3	2	16432000	8623400	4168300	1004100	3164200	10220000	7649800	2570000	10668000	7778500	2889200
137	F4I2J8-2;F4I2J8	F4I2J8-2;F4I2J8			0	NaN	0	NaN	47908	4.6804080409	0	Err:502	NaN	NaN	2.62202	53171	47908	5262.9	0	0	0	0	53171	5262.9					Cactin_mid;CactinC_cactus	0	0	2	1389300	152620	0	0	0	0	0	0	1542000	1389300	152620
138	F4I323;Q9ASQ8;F4I321;O23131	F4I323;Q9ASQ8;F4I321;O23131		F19G10.13	1342500	6.1279142944	1080000	6.0334237555	6480500	6.811608515	1342500	6.1279142944	3.35205	2.77024	4.60922	9677200	7670600	2006600	1452600	110120	1214300	134260	7010300	529870		binding;nucleic acid binding;nucleotide binding			RRM_1	2	4	4	53694000	14046000	10168000	770820	9397300	8500100	7560300	939830	49072000	45363000	3709100
139	F4I3B3	F4I3B3	Polyadenylate-binding protein RBP47A	RBP47A	17335000	7.238923846	19462000	7.2891874682	74157000	7.8701521522	19462000	7.2891874682	4.61294	5.18768	4.76635	111810000	93843000	17969000	17558000	223170	19692000	229840	74561000	404090	cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cellular response to heat;cellular response to stimulus;cellular response to stress;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;response to abiotic stimulus;response to heat;response to stimulus;response to stress;response to temperature stimulus;RNA metabolic process;RNA processing	binding;mRNA binding;nucleic acid binding;nucleotide binding;poly(A) RNA binding;poly-purine tract binding;RNA binding;single-stranded RNA binding	cell part;cytoplasmic part;cytosol;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane-bounded organelle;non-membrane-bounded organelle;nucleus;organelle;ribonucleoprotein complex;RNA granule;stress granule		RRM_1	16	21	26	1220000000	233590000	228260000	2901300	225350000	256000000	253010000	2987900	969300000	964040000	5253200
140	Q9SRD2;F4I420;Q8GUM6	Q9SRD2;F4I420		F28O16.18	3368.5	3.5274365517	10534	4.022593314	28194	4.4501566954	10534	4.022593314	NaN	1.13286	0.684851	63718	38727	24991	3368.5	0	16643	6109.7	43706	15513	catabolic process;cellular catabolic process;cellular metabolic process;cellular nitrogen compound catabolic process;cellular nitrogen compound metabolic process;cellular process;GTP catabolic process;GTP metabolic process;heterocycle catabolic process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound catabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleoside phosphate metabolic process;nucleoside triphosphate catabolic process;nucleoside triphosphate metabolic process;nucleotide catabolic process;nucleotide metabolic process;primary metabolic process;purine nucleoside triphosphate catabolic process;purine nucleoside triphosphate metabolic process;purine nucleotide catabolic process;purine nucleotide metabolic process;purine ribonucleoside triphosphate catabolic process;purine ribonucleoside triphosphate metabolic process;purine ribonucleotide catabolic process;purine ribonucleotide metabolic process;purine-containing compound catabolic process;purine-containing compound metabolic process;ribonucleoside triphosphate catabolic process;ribonucleoside triphosphate metabolic process;ribonucleotide catabolic process;ribonucleotide metabolic process;small molecule metabolic process	binding;catalytic activity;GTP binding;GTPase activity;guanyl nucleotide binding;guanyl ribonucleotide binding;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleic acid binding;nucleoside-triphosphatase activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;RNA binding;translation factor activity, nucleic acid binding;translation initiation factor activity	cell part;membrane;plasma membrane	RNA transport	GTP_EFTU;GTP_EFTU_D2;IF-2	0	2	2	2207500	1424500	192000	0	192000	948670	600410	348250	2491300	1607000	884210
141	F4I5C6;Q8VZ94;O04528	F4I5C6;Q8VZ94;O04528		F20P5.10	21277	4.3279103936	0	NaN	28539	4.4554387515	21277	4.3279103936	NaN	NaN	NaN	143440	37532	105910	30270	8992.9	0	0	113170	84629					SAM_1	1	0	1	600510	1694500	484310	143890	340430	0	0	0	1810700	456630	1354100
142	F4I5Y8;Q9C5Z2	F4I5Y8;Q9C5Z2	Eukaryotic translation initiation factor 3 subunit H	TIF3H1	0	NaN	77719	4.890527204	690940	5.8394403357	77719	4.890527204	NaN	NaN	NaN	772730	768660	4069.5	0	0	77719	0	695010	4069.5		binding;nucleic acid binding;RNA binding;translation factor activity, nucleic acid binding;translation initiation factor activity	cell part;cytoplasmic part;cytosol;eukaryotic translation initiation factor 3 complex;intracellular part;macromolecular complex;protein complex	Measles;RNA transport	JAB	0	0	1	9223900	48834	0	0	0	932630	932630	0	8340100	8291300	48834
143	F4I894;F4I893;Q9XIR5	F4I894;F4I893;Q9XIR5		ILA;F13O11.10	1404.3	3.1474598958	0	NaN	11166	4.0478976235	1404.3	3.1474598958	NaN	NaN	NaN	13416	11166	2249.3	1404.3	0	0	0	12011	845.04					DUF3554	0	0	1	1574500	317160	198010	0	198010	0	0	0	1693600	1574500	119150
144	F4I8B9	F4I8B9	Putative WEB family protein At1g65010, chloroplastic		0	NaN	0	NaN	0	NaN	0	Err:502	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0			cell part;chloroplast;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;organelle;plastid		DUF827	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	F4I906;Q9LNP1	F4I906;Q9LNP1		At1g17640	13975	4.1453518166	14137	4.150357258	481970	5.6830200066	14137	4.150357258	NaN	NaN	2.01333	659350	498410	160940	16277	2302.5	16061	1924.1	627020	145040		binding;nucleic acid binding;nucleotide binding			RRM_1	1	1	4	7974600	2575100	260440	36840	223600	256980	226190	30785	10032000	7711600	2320700
146	Q0WLZ7;O48697;F4I982;F4I983	Q0WLZ7;O48697;F4I982;F4I983		At1g24300;F3I6.24	19877	4.2983508377	0	NaN	36721	4.5649144996	19877	4.2983508377	-0.140619	NaN	NaN	66897	46717	20180	29873	9995.6	0	0	37024	302.71			cell part;chloroplast;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;organelle;plastid		GYF	2	0	1	2662900	1150200	1702700	569750	1133000	0	0	0	2110400	2093100	17254
147	Q9C8K3;Q8LG23;F4I9J7	Q9C8K3;Q8LG23;F4I9J7		F5D21.5;At1g51510;Y14	570600	5.7563317673	0	NaN	2080200	6.318105092	570600	5.7563317673	1.41197	NaN	2.1042	3268700	2191200	1077400	681590	111000	0	0	2587100	506840	biological regulation;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;positive regulation of biological process;positive regulation of gene expression;positive regulation of macromolecule metabolic process;positive regulation of metabolic process;primary metabolic process;regulation of biological process;regulation of gene expression;regulation of macromolecule metabolic process;regulation of metabolic process;RNA metabolic process;RNA processing	binding;nucleic acid binding;nucleotide binding;RNA binding	cell part;cytoplasm;exon-exon junction complex;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane-bounded organelle;non-membrane-bounded organelle;nuclear body;nuclear part;nucleolus;nucleoplasm part;nucleus;organelle;organelle part;protein complex	mRNA surveillance pathway;RNA transport;Spliceosome	RRM_1	2	0	3	8764900	4309800	2726400	443980	2282400	0	0	0	10348000	8320900	2027400
148	F4IE90;Q8VY00;Q9LQK8;Q0WVI8;F4IJV4;O82303	F4IE90;Q8VY00;Q9LQK8		ESP3;F5D14.27	0	NaN	0	NaN	25231	4.4019344636	0	Err:502	NaN	NaN	-0.708408	249860	25231	224630	0	0	0	0	249860	224630	biological regulation;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;developmental process;developmental process involved in reproduction;embryo development;embryo development ending in seed dormancy;gene silencing;gene silencing by RNA;macromolecule metabolic process;metabolic process;negative regulation of biological process;negative regulation of gene expression;negative regulation of macromolecule metabolic process;negative regulation of metabolic process;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;posttranscriptional gene silencing;posttranscriptional gene silencing by RNA;posttranscriptional regulation of gene expression;primary metabolic process;regulation of biological process;regulation of gene expression;regulation of gene expression, epigenetic;regulation of macromolecule metabolic process;regulation of metabolic process;reproductive process;RNA metabolic process;RNA processing;RNA splicing	adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;ATPase activity, coupled;ATP-dependent helicase activity;binding;catalytic activity;helicase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleic acid binding;nucleoside-triphosphatase activity;nucleotide binding;purine NTP-dependent helicase activity;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding	cell part;membrane	Spliceosome	DEAD;HA2;Helicase_C;OB_NTP_bind	0	0	2	1539100	13702000	0	0	0	0	0	0	15241000	1539100	13702000
149	Q9LPI5;F4IEC7	Q9LPI5;F4IEC7		CID11	3441400	6.5367351544	2637800	6.4212418639	15987000	7.203766975	3441400	6.5367351544	3.19788	3.06673	4.89896	22630000	18779000	3850700	3596000	154550	2724300	86493	16310000	322830		binding;nucleic acid binding;nucleotide binding			PAM2;RRM_1	10	13	18	300470000	61612000	57536000	2472900	55063000	43589000	42205000	1383900	260960000	255790000	5165200
150	F4IHJ8;Q9SIK2;C0Z3A5;B3H4B6;Q9T029;Q8GYL5;Q9SIW5	F4IHJ8;Q9SIK2;C0Z3A5;B3H4B6;Q9T029;Q8GYL5;Q9SIW5	40S ribosomal protein S25-2;40S ribosomal protein S25-4;40S ribosomal protein S25-3;40S ribosomal protein S25-1	RPS25B;AT4G39200;RPS25E;RPS25D;RPS25A	203950	5.3095237097	99723	4.9987953351	660810	5.8200766065	203950	5.3095237097	NaN	NaN	NaN	996660	775310	221350	218730	14777	105920	6195.5	672020	11202			cell junction;cell part;cell-cell junction;cytoplasmic part;cytosolic small ribosomal subunit;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;non-membrane-bounded organelle;organelle;organelle membrane;organelle part;plasmodesma;ribonucleoprotein complex;ribosome;small ribosomal subunit;vacuolar membrane;vacuolar part	Ribosome	Ribosomal_S25	1	1	1	4651900	1328100	1312400	88664	1223700	635510	598340	37173	4032100	3964900	67213
151	Q9SHZ6;F4IIL5	Q9SHZ6;F4IIL5		UBA1A	0	NaN	46804	4.6702829707	1451900	6.1619367052	46804	4.6702829707	NaN	1.31061	3.78512	1622300	1498700	123620	0	0	55962	9158.2	1566300	114460	biological regulation;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA stabilization;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;posttranscriptional regulation of gene expression;primary metabolic process;regulation of biological process;regulation of cellular metabolic process;regulation of cellular process;regulation of gene expression;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of mRNA stability;regulation of nitrogen compound metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of primary metabolic process;regulation of RNA metabolic process;regulation of RNA stability;RNA metabolic process;RNA stabilization	AU-rich element binding;binding;nucleic acid binding;nucleotide binding;RNA binding	cell part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;nucleus;organelle		RRM_1	0	2	5	14987000	1236200	0	0	0	559620	468040	91582	15663000	14519000	1144600
152	Q0WUD1;F4IIM1	Q0WUD1;F4IIM1		At2g22130	6020.5	3.7796325607	0	NaN	26528	4.4237045089	6020.5	3.7796325607	1.22817	NaN	NaN	34244	28224	6020.5	7716.2	1695.7	0	0	26528	0	anisotropic cell growth;biosynthetic process;carbohydrate biosynthetic process;carbohydrate metabolic process;cell growth;cellular biosynthetic process;cellular carbohydrate biosynthetic process;cellular carbohydrate metabolic process;cellular glucan metabolic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular polysaccharide biosynthetic process;cellular polysaccharide metabolic process;cellular process;cellulose biosynthetic process;cellulose metabolic process;glucan biosynthetic process;glucan metabolic process;growth;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;polysaccharide biosynthetic process;polysaccharide metabolic process;primary metabolic process		cell junction;cell part;cell-cell junction;cytoplasm;intracellular part;membrane;plasma membrane;plasmodesma		Arm;C2	2	0	0	1524100	325100	416670	91570	325100	0	0	0	1432500	1432500	0
