Peak class,Chromosome,Start,End,Length,"Enrichment (Input/IP, Log2)",FDR,Peak position,Gene
PeakStop,Chr1,27729726,27729851,125,-4.1852613369,6.28E-05,StopCodon,SMU1
PeakMul,Chr1,27734751,27734851,100,-3.6264520259,4.33E-08,CDS,AT1G73740
PeakMul,Chr1,27735976,27736076,100,-2.968573685,0.0001698882,StopCodon,AT1G73740
PeakStart,Chr1,27741026,27741151,125,-3.659811104,1.19E-05,StartCodon,AT1G73760
PeakStop,Chr1,27794751,27794851,100,-2.9911462706,2.07E-06,3pUTR,AT1G73920
PeakStop,Chr1,27820182,27820301,119,-4.6892224519,6.48E-24,StopCodon,AT1G73980
PeakStart,Chr1,27842226,27842501,275,-3.1017105698,1.62E-10,StartCodon,MAML-3
PeakStop,Chr1,27849893,27850076,183,-4.4952992844,8.61E-20,StopCodon,AT1G74060
PeakStop,Chr1,27851605,27851726,121,-3.7750025688,2.12E-07,StopCodon,AT1G74070
PeakStop,Chr1,27912726,27912826,100,-3.8440182784,9.23E-06,StopCodon,AT1G74210
PeakMid,Chr1,27920951,27921201,250,-2.7281021813,2.01E-08,CDS,AT1G74250
PeakMid,Chr1,27922001,27922101,100,-3.0782048816,7.06E-36,CDS,AT1G74250
PeakStop,Chr1,28017665,28017801,136,-4.1845383715,3.50E-13,StopCodon,NRP1
PeakStop,Chr1,28034576,28034726,150,-3.8712695426,1.90E-69,StopCodon,AT1G74640
PeakStop,Chr1,28061302,28061401,99,-3.1798602556,4.46E-06,3pUTR,IQD31
PeakStop,Chr1,28079776,28079876,100,-3.0005679274,9.29E-45,StopCodon,AT1G74730
PeakStop,Chr1,28102051,28102126,75,-2.3833304785,7.46E-05,3pUTR,AT1G74800
PeakStop,Chr1,28129868,28129976,108,-3.4916736255,2.15E-05,3pUTR,NDH-O
PeakStop,Chr1,28135583,28135701,118,-5.5156703153,3.49E-11,3pUTR,AT1G74910
PeakStop,Chr1,28152017,28152151,134,-4.327076602,7.30E-11,3pUTR,FAB1
PeakStop,Chr1,28157644,28157776,132,-4.4026857841,5.63E-06,StopCodon,RPS9
PeakStart,Chr1,28163676,28163851,175,-3.0956329722,0.0007085781,StartCodon,AT1G75000
PeakMid,Chr1,28186451,28186601,150,-2.955557228,4.01E-07,CDS,BZR1
PeakStop,Chr1,28190926,28191126,200,-3.5772847544,2.27E-07,StopCodon,JAC1
PeakStop,Chr1,28215676,28215801,125,-3.6022343999,2.60E-05,StopCodon,AT1G75170
PeakStop,Chr1,28219751,28219876,125,-2.8458328452,0.0005108145,StopCodon,AT1G75190
PeakMid,Chr1,28264551,28264776,225,-3.0622757308,1.40E-08,CDS,AUL1
PeakStart,Chr1,28268181,28268376,195,-4.8351892721,2.00E-50,StartCodon,OTC
PeakStop,Chr1,28272676,28272776,100,-2.3479201068,6.47E-28,StopCodon,emb2184
PeakStop,Chr1,28281488,28281601,113,-2.8728074107,0.0014357246,3pUTR,ATBBD1
PeakStop,Chr1,28314901,28315076,175,-3.8182503192,1.24E-11,StopCodon,ATCKX6
PeakStop,Chr1,28347149,28347301,152,-3.6689372248,4.49E-12,StopCodon,AT1G75510
PeakStop,Chr1,28402051,28402201,150,-3.5720327268,8.73E-09,StopCodon,AVA-P4
PeakStop,Chr1,28478035,28478151,116,-3.3957357468,3.69E-21,StopCodon,VPS35B
PeakStop,Chr1,28517451,28517576,125,-3.4713468366,2.12E-23,StopCodon,ASK1
PeakStop,Chr1,28528397,28528476,79,-4.7295824933,1.56E-08,StopCodon,AT1G76010
PeakStop,Chr1,28536901,28537026,125,-3.1074788613,1.64E-12,StopCodon,AT1G76030
PeakStart,Chr1,28537866,28538001,135,-3.5911019862,4.88E-05,StartCodon,CPK29
PeakStop,Chr1,28575035,28575301,266,-4.2556584406,2.34E-05,StopCodon,ECH2
PeakStop,Chr1,28594526,28594651,125,-3.7920020257,1.14E-15,3pUTR,AT1G76200
PeakStart,Chr1,28603776,28603851,75,-2.5176599351,5.12E-07,StartCodon,AT1G76240
PeakStop,Chr1,28627201,28627326,125,-3.4508832913,1.56E-06,3pUTR,SmD3
PeakStop,Chr1,28658657,28658801,144,-4.5241340035,1.85E-43,StopCodon,AT1G76400
PeakStop,Chr1,28717201,28717301,100,-2.7352094002,6.70E-13,StopCodon,AT1G76520
PeakMid,Chr1,28770101,28770226,125,-4.5359589314,7.26E-13,CDS,AT1G76660
PeakStop,Chr1,28772811,28772951,140,-3.8007686839,0.0001455065,StopCodon,AT1G76670
PeakStop,Chr1,28789855,28789951,96,-3.6796247985,4.23E-08,StopCodon,SDG26
PeakMid,Chr1,28797405,28797501,96,-2.2744308412,4.81E-05,CDS,AT1G76720
PeakStop,Chr1,28802977,28803076,99,-4.5761603875,2.54E-29,StopCodon,AT1G76730
PeakStop,Chr1,28831104,28831226,122,-3.187152882,0.0010946772,3pUTR,AT1G76810
PeakStop,Chr1,28854226,28854376,150,-4.4773636471,1.13E-31,StopCodon,SEC5A
PeakMul,Chr1,28866501,28866726,225,-3.3551179438,4.66E-13,CDS,AT1G76880
PeakMul,Chr1,28867926,28868026,100,-2.2245502822,3.10E-11,StopCodon,AT1G76880
PeakStop,Chr1,28884301,28884401,100,-3.0995412714,2.03E-07,StopCodon,AtTLP1
PeakStop,Chr1,28895726,28896826,1100,-4.4805777255,1.40E-11,StopCodon,ATEXT1
PeakStop,Chr1,28911276,28911401,125,-3.8784714036,0.0011998854,StopCodon,PRAF1
PeakStop,Chr1,28935251,28935376,125,-3.342114331,2.36E-16,3pUTR,ACR3
PeakStop,Chr1,29071501,29071626,125,-2.8194737946,3.59E-13,StopCodon,AT1G77350
PeakStop,Chr1,29074626,29074751,125,-3.0199401114,1.32E-20,StopCodon,AT1G77370
PeakStop,Chr1,29098126,29098226,100,-4.6039025736,1.31E-11,StopCodon,PBC2
PeakBoth,Chr1,29117673,29117801,128,-3.5348061871,1.05E-05,StartCodon,TAPX
PeakBoth,Chr1,29119926,29120101,175,-4.6786102003,5.16E-11,StopCodon,TAPX
PeakStop,Chr1,29129451,29129576,125,-3.8953780024,1.09E-11,StopCodon,PDI6
PeakStop,Chr1,29148447,29148551,104,-4.1866738506,2.99E-06,StopCodon,LACS9
PeakStop,Chr1,29152791,29152901,110,-5.2449669272,4.37E-17,StopCodon,AT1G77600
PeakStop,Chr1,29191951,29192176,225,-4.4430204078,0.0001472183,StopCodon,AT1G77680
PeakStop,Chr1,29207851,29208001,150,-3.9949172084,2.55E-13,StopCodon,AT1G77710
PeakStop,Chr1,29224001,29224201,200,-2.8872243604,1.94E-10,3pUTR,PIP5K2
PeakStop,Chr1,29260426,29260601,175,-2.6144976036,0.0002035855,3pUTR,AT1G77800
PeakMul,Chr1,29260667,29260751,84,-2.5777576397,0.0032921254,3pUTR,AT1G77810
PeakMul,Chr1,29260801,29260901,100,-2.6587271188,0.0008166611,StopCodon,AT1G77810
PeakStop,Chr1,29302476,29302601,125,-4.302446445,9.62E-15,StopCodon,AT1G77930
PeakStop,Chr1,29303996,29304176,180,-3.6554917041,6.65E-06,StopCodon,AT1G77940
PeakMid,Chr1,29388101,29388151,50,-2.3598524024,1.39E-15,CDS,AT1G78100
PeakStop,Chr1,29401935,29402026,91,-2.8346751993,1.20E-28,StopCodon,AT1G78140
PeakStop,Chr1,29450077,29450226,149,-3.1554504124,8.15E-05,StopCodon,AT1G78260
PeakStop,Chr1,29535321,29535501,180,-3.6646353791,3.32E-05,StopCodon,SPS1
PeakStop,Chr1,29546783,29546851,68,-3.9105453649,2.00E-26,StopCodon,AT1G78560
PeakStop,Chr1,29552421,29552551,130,-3.9987671164,8.11E-07,StopCodon,ATTPS1
PeakStop,Chr1,29573713,29573876,163,-4.1293941156,0.0002930651,StopCodon,AT1G78620
PeakStop,Chr1,29577426,29577551,125,-4.3460399813,1.68E-13,StopCodon,emb1473
PeakStop,Chr1,29588076,29588176,100,-4.6303902261,5.44E-66,StopCodon,GGH1
PeakStop,Chr1,29593301,29593401,100,-3.6234700506,1.47E-32,StopCodon,ATGGH3
PeakStop,Chr1,29596001,29596126,125,-3.1070197806,2.14E-17,StopCodon,ATGGH2
PeakStart,Chr1,29599801,29599926,125,-2.9110430607,0.0001788874,StartCodon,BEH4
PeakStart,Chr1,29601526,29601626,100,-3.4173798929,1.30E-05,StartCodon,TBL42
PeakStop,Chr1,29625691,29625901,210,-3.2892413408,2.34E-06,StopCodon,AT1G78800
PeakStop,Chr1,29652201,29652326,125,-5.893803534,2.08E-50,StopCodon,UBC13A
PeakStop,Chr1,29664701,29664901,200,-3.2509597892,1.84E-21,3pUTR,VHA-A
PeakStop,Chr1,29667615,29667801,186,-5.5770419392,1.01E-27,StopCodon,AT1G78915
PeakStop,Chr1,29724989,29725101,112,-4.014836624,0.0007976248,StopCodon,AT1G79010
PeakStop,Chr1,29727313,29727401,88,-2.6793758335,0.0005106788,StopCodon,AT1G79020
PeakMid,Chr1,29746639,29746751,112,-4.7484568928,3.24E-11,NA,NA
PeakStop,Chr1,29795892,29796001,109,-3.5575222307,0.0002651424,3pUTR,AT1G79200
PeakStop,Chr1,29796176,29796276,100,-4.1170717213,0.0011966159,StopCodon,AT1G79210
PeakStop,Chr1,29803726,29803826,100,-4.4474969065,1.12E-07,StopCodon,MST1
PeakBoth,Chr1,29819111,29819251,140,-4.8236266518,0.0001541211,StopCodon,NA
PeakMid,Chr1,29819801,29819876,75,-3.328072025,3.18E-08,CDS,NUA
PeakStop,Chr1,29863051,29863201,150,-3.0855330733,1.61E-31,StopCodon,AT1G79380
PeakStop,Chr1,29863321,29863401,80,-3.0943106801,6.40E-05,3pUTR,AT1G79390
PeakStop,Chr1,29905951,29906076,125,-3.584273709,1.85E-13,StopCodon,AtkdsA1
PeakStart,Chr1,29909128,29909251,123,-2.9763484728,0.0013443482,StartCodon,AT1G79510
PeakStop,Chr1,29916064,29916151,87,-3.7291143373,5.82E-05,3pUTR,GAPCP-1
PeakStop,Chr1,29924251,29924351,100,-2.2810571719,1.62E-17,StopCodon,PGK
PeakStop,Chr1,29932326,29932526,200,-3.7420206319,5.64E-07,StopCodon,EMB36
PeakStop,Chr1,29932838,29932901,63,-3.9126019539,1.13E-07,StopCodon,AT1G79570
PeakStop,Chr1,29948326,29948576,250,-3.9535614172,1.40E-07,StopCodon,SYP52
PeakStop,Chr1,29950055,29950201,146,-4.1620857373,2.58E-10,StopCodon,AT1G79600
PeakStop,Chr1,29997176,29997276,100,-3.7595165211,5.36E-06,StopCodon,AT1G79720
PeakBoth,Chr1,30000547,30000776,229,-3.8931170244,2.05E-05,StopCodon,ELF7
PeakBoth,Chr1,30003726,30003976,250,-3.8483891761,3.41E-16,StartCodon,ELF7
PeakStop,Chr1,30027730,30028126,396,-4.381336003,0.0002256234,StopCodon,GC5
PeakStop,Chr1,30045851,30046001,150,-2.8490169184,4.64E-07,StopCodon,AT1G79870
PeakStop,Chr1,30057039,30057126,87,-3.996163764,9.18E-07,StopCodon,AT1G79910
PeakStop,Chr1,30058819,30058951,132,-4.0284286249,2.08E-15,StopCodon,AT1G79920
PeakStop,Chr1,30073051,30073251,200,-3.7639132692,8.51E-26,StopCodon,ATERDJ2A
PeakStop,Chr1,30079502,30079601,99,-3.6754833692,5.59E-05,StopCodon,AT1G79950
PeakMul,Chr1,30085351,30085451,100,-2.8817108858,0.0002840279,3pUTR,AT1G79990
PeakMul,Chr1,30091976,30092101,125,-3.0642087282,2.85E-14,StopCodon,AT1G79990
PeakStart,Chr1,30108801,30108926,125,-4.7866922509,1.20E-23,StartCodon,AT1G80030
PeakStop,Chr1,30109248,30109426,178,-4.5525312707,7.28E-12,StopCodon,AT1G80040
PeakStop,Chr1,30127526,30127676,150,-3.7071359119,1.94E-13,StopCodon,SUS2
PeakStop,Chr1,30161130,30161226,96,-4.0103727518,5.94E-06,StopCodon,PSF1
PeakStop,Chr1,30163273,30163351,78,-3.5742114538,2.39E-06,StopCodon,BRCC36A
PeakStop,Chr1,30169610,30169801,191,-4.6534024324,2.19E-16,StopCodon,AT1G80230
PeakStop,Chr1,30189426,30189501,75,-2.5590637593,0.0001290324,StopCodon,AT1G80290
PeakStop,Chr1,30205412,30205501,89,-3.0013333857,0.0006705667,StopCodon,FTR
PeakStop,Chr1,30219751,30219901,150,-4.7474356547,1.32E-30,StopCodon,AT1G80380
PeakStop,Chr1,30227729,30227876,147,-3.4234422236,0.0011854063,StopCodon,EMB2753
PeakStop,Chr1,30246877,30246976,99,-2.9382955615,1.69E-10,StopCodon,NHO1
PeakStop,Chr1,30258198,30258351,153,-4.349491853,0.0002351081,StopCodon,PTAC17
PeakStop,Chr1,30261008,30261101,93,-4.1187321977,1.03E-12,StopCodon,TPR1
PeakStop,Chr1,30272451,30272576,125,-3.0873140485,1.24E-16,StopCodon,AT1G80500
PeakStop,Chr1,30290121,30290226,105,-4.6467477794,1.25E-06,StopCodon,IMD2
PeakStop,Chr1,30314151,30314251,100,-3.6062705021,4.45E-14,StopCodon,AT1G80640
PeakStop,Chr1,30363271,30363401,130,-7.7155103726,1.34E-77,3pUTR,AT1G80790
PeakMid,Chr1,30364526,30364651,125,-3.1652917174,2.62E-08,NA,NA
PeakStop,Chr1,30385505,30385601,96,-3.6028201385,1.05E-06,StopCodon,AT1G80850
PeakStop,Chr1,30388117,30388226,109,-3.8123038084,4.49E-15,3pUTR,ATPLMT
PeakStart,Chr1,30397201,30397301,100,-2.781196495,1.88E-05,StartCodon,AT1G80890
PeakMul,Chr1,30405596,30405751,155,-3.5456107619,6.06E-10,StopCodon,AT1G80930
PeakMul,Chr1,30408601,30408776,175,-3.2897860013,5.35E-12,CDS,AT1G80930
PeakStop,Chr1,30412644,30412701,57,-3.9374845407,5.37E-17,StopCodon,AT1G80950
PeakStop,Chr2,102271,102401,130,-4.5051304116,1.27E-06,StopCodon,BAT1
PeakStop,Chr2,132858,132951,93,-3.9594845053,0.0004595401,StopCodon,AT2G01250
PeakStop,Chr2,154610,154751,141,-4.8654265509,1.04E-22,StopCodon,AT2G01320
PeakStop,Chr2,165179,165326,147,-3.0644987316,1.76E-06,StopCodon,QPT
PeakStop,Chr2,199602,199701,99,-2.4464984463,0.0001924502,StopCodon,ATMPK17
PeakStop,Chr2,212112,212226,114,-6.032503059,8.03E-30,StopCodon,STL2P
PeakMul,Chr2,220251,220326,75,-3.1106190324,3.97E-07,StopCodon,AT2G01480
PeakMul,Chr2,220651,220776,125,-2.8032770948,0.0008838187,3pUTR,AT2G01480
PeakMid,Chr2,223476,223576,100,-4.1625195194,4.09E-12,NA,NA
PeakStop,Chr2,272126,272226,100,-2.8395698568,1.45E-32,StopCodon,AT2G01600
PeakStop,Chr2,279176,279301,125,-3.2908088338,3.89E-07,StopCodon,MEE11
PeakStop,Chr2,309101,309301,200,-3.7238628641,5.20E-12,StopCodon,AT2G01690
PeakStop,Chr2,317218,317276,58,-3.7276628416,8.71E-12,StopCodon,AT2G01720
PeakStop,Chr2,452076,452176,100,-3.0447312422,3.15E-10,StopCodon,AT2G01970
PeakStart,Chr2,505519,505676,157,-4.2110657941,4.43E-16,StartCodon,AtIDD5
PeakMid,Chr2,547701,547776,75,-3.2314432071,2.91E-10,CDS,AT2G02148
PeakStop,Chr2,553476,553601,125,-2.7715387687,8.21E-47,StopCodon,AT2G02160
PeakStop,Chr2,623051,623201,150,-3.9286237638,2.62E-06,StopCodon,AT2G02370
PeakStop,Chr2,630876,631001,125,-5.3817567491,8.01E-45,StopCodon,GSTZ1
PeakStop,Chr2,671014,671126,112,-3.5233480295,0.0002207105,StopCodon,ISPD
PeakStop,Chr2,697301,697451,150,-3.6795431841,4.33E-17,StopCodon,HVE
PeakStop,Chr2,698273,698376,103,-3.6334550891,0.0014186742,StopCodon,AT2G02570
PeakStop,Chr2,775101,775251,150,-4.839283523,1.42E-05,StopCodon,ATUBC2
PeakStop,Chr2,843126,843226,100,-4.6353186088,3.96E-07,StopCodon,AT2G02880
PeakStop,Chr2,862202,862301,99,-2.62821575,0.0001115824,StopCodon,AT2G02960
PeakStop,Chr2,940051,940251,200,-3.7331704996,3.06E-38,StopCodon,ATSPP
PeakMid,Chr2,953851,953951,100,-2.3766631261,0.0011159229,CDS,emb1579
PeakMid,Chr2,957101,957226,125,-2.6715531863,0.0004576289,CDS,emb1579
PeakStop,Chr2,973493,973601,108,-2.8363606238,1.69E-06,3pUTR,AT2G03240
PeakBoth,Chr2,1006351,1006451,100,-2.8069923919,2.49E-06,StopCodon,AT2G03310
PeakBoth,Chr2,1006951,1007076,125,-3.6561086004,3.83E-07,StartCodon,AT2G03310
PeakMid,Chr2,1013218,1013301,83,-2.850927479,0.001774381,CDS,AT2G03330
PeakStop,Chr2,1019681,1019776,95,-4.5331001738,1.96E-06,StopCodon,AT2G03350
PeakStop,Chr2,1030490,1030601,111,-4.0875223949,3.06E-17,StopCodon,AT2G03390
PeakBoth,Chr2,1035061,1035126,65,-3.2037799536,0.0006948522,StopCodon,AT2G03420
PeakBoth,Chr2,1035776,1035926,150,-3.3920727247,4.86E-20,StartCodon,AT2G03420
PeakStop,Chr2,1068926,1069026,100,-3.761294241,5.35E-21,StopCodon,AT2G03510
PeakStop,Chr2,1104470,1104551,81,-3.3551363654,1.22E-10,StopCodon,AT2G03640
PeakStop,Chr2,1121826,1121926,100,-3.7171484276,6.29E-15,StopCodon,SKU6
PeakStop,Chr2,1285876,1286026,150,-4.1583684881,2.09E-63,StopCodon,HSP90.5
PeakStop,Chr2,1334401,1334551,150,-3.9940823267,2.26E-13,StopCodon,AT2G04039
PeakStop,Chr2,1515251,1515351,100,-3.4791486007,0.0008028867,StopCodon,AT2G04340
PeakStop,Chr2,1519101,1519176,75,-5.3153725352,7.96E-33,StopCodon,LACS8
PeakStop,Chr2,1519465,1519601,136,-4.0808926171,4.96E-14,StopCodon,AT2G04360
PeakStop,Chr2,1528376,1528451,75,-2.786986867,0.0004276103,StopCodon,AT2G04390
PeakStop,Chr2,1533752,1533926,174,-3.8736628786,1.56E-09,3pUTR,AT2G04410
PeakStop,Chr2,1545326,1545451,125,-3.1138289013,7.95E-17,StopCodon,ATNUDT6
PeakStop,Chr2,1618942,1619226,284,-4.8716612287,6.12E-13,StopCodon,NRPB6B
PeakStop,Chr2,1646176,1646276,100,-3.1349564809,1.32E-08,StopCodon,AT2G04690
PeakStop,Chr2,1723576,1723726,150,-3.9440061714,5.85E-19,StopCodon,AT2G04900
PeakStop,Chr2,1933306,1933426,120,-3.9696202217,2.46E-48,StopCodon,AT2G05310
PeakStop,Chr2,2081066,2081226,160,-3.8529705766,6.57E-18,StopCodon,PGR5
PeakStop,Chr2,2083107,2083201,94,-4.4290942166,1.23E-11,StopCodon,ATG8D
PeakBoth,Chr2,2141601,2141676,75,-2.531304822,0.0002237575,StartCodon,ACO3
PeakBoth,Chr2,2146466,2146576,110,-4.1251812695,9.73E-06,3pUTR,ACO3
PeakStop,Chr2,2173659,2173726,67,-5.8027888075,1.31E-17,StopCodon,AT2G05755
PeakStart,Chr2,2216676,2217051,375,-3.2077740625,3.58E-06,StartCodon,AT2G05812
PeakStart,Chr2,2271926,2272101,175,-3.4201708387,1.34E-10,StartCodon,AT2G05920
PeakStop,Chr2,2429001,2429201,200,-3.496150342,0.0002828822,StopCodon,ELF8
PeakStop,Chr2,2588648,2588801,153,-3.7806970868,3.56E-09,StopCodon,VPS2.1
PeakStop,Chr2,2981030,2981176,146,-3.4408538409,3.78E-09,StopCodon,AT2G07180
PeakStop,Chr2,3047479,3047576,97,-4.8018590216,1.28E-18,StopCodon,AT2G07360
PeakStop,Chr2,3523342,3523451,109,-3.4927347354,4.21E-09,StopCodon,MCM5
PeakStart,Chr2,4311876,4312026,150,-3.586571599,3.18E-79,StartCodon,AT2G10940
PeakStop,Chr2,4315467,4315576,109,-3.3787625998,6.76E-13,StopCodon,AT2G10950
PeakStart,Chr2,4802823,4803151,328,-3.9663296095,1.31E-13,StartCodon,AT2G11890
PeakStop,Chr2,4805882,4806076,194,-2.5627546211,1.63E-09,StopCodon,AT2G11910
PeakStop,Chr2,5005032,5005151,119,-4.4911461362,8.17E-09,StopCodon,AT2G12400
PeakStop,Chr2,5539322,5539501,179,-3.596311034,2.34E-18,StopCodon,AGT1
PeakStop,Chr2,5593205,5593301,96,-3.2244156372,2.05E-07,StopCodon,AT2G13440
PeakMid,Chr2,5654676,5654776,100,-2.4987264581,3.04E-36,CDS,NAD-ME1
PeakStop,Chr2,5746526,5746601,75,-3.7649282486,4.92E-42,StopCodon,SERK4
PeakStop,Chr2,5908101,5908176,75,-4.3171541166,2.34E-11,StopCodon,AT2G14045
PeakStop,Chr2,5954107,5954251,144,-3.7752597754,0.0001785992,StopCodon,DRP3B
PeakStop,Chr2,6041325,6041451,126,-4.2032295946,1.20E-13,StopCodon,PIP
PeakStart,Chr2,6187511,6187626,115,-4.0302947346,7.54E-09,StartCodon,TBL13
PeakStop,Chr2,6283676,6283751,75,-2.9611624839,3.28E-07,StopCodon,MEE13
PeakStop,Chr2,6300668,6300851,183,-4.8505054681,1.30E-36,StopCodon,VSR2
PeakStop,Chr2,6370655,6370826,171,-4.1045332529,3.88E-07,StopCodon,AT2G14835
PeakStop,Chr2,6399726,6400176,450,-5.1788281141,6.42E-10,StopCodon,AGP9
PeakStop,Chr2,6406622,6406801,179,-4.2902680161,3.93E-14,3pUTR,AT2G14910
PeakStart,Chr2,6482176,6482276,100,-3.498069093,1.78E-11,StartCodon,AT2G15000
PeakStop,Chr2,6615802,6616001,199,-5.2351950869,1.13E-08,StopCodon,AT2G15240
PeakStop,Chr2,6638976,6639126,150,-2.8037485215,8.96E-12,StopCodon,AT2G15270
PeakBoth,Chr2,6642401,6642576,175,-5.062387031,8.33E-14,StopCodon,ATTIC21
PeakBoth,Chr2,6643826,6644026,200,-3.7743573239,1.24E-28,StartCodon,ATTIC21
PeakStart,Chr2,6792751,6792876,125,-4.2694465548,2.37E-55,StartCodon,ATM3
PeakStart,Chr2,6833377,6833551,174,-3.254804352,3.87E-07,StartCodon,AT2G15690
PeakStop,Chr2,6834051,6834151,100,-2.9053629717,5.41E-10,StopCodon,AT2G15695
PeakStart,Chr2,6891180,6891251,71,-3.7798366431,4.87E-08,StartCodon,OTP51
PeakStop,Chr2,6934337,6934501,164,-3.7309980549,2.27E-15,3pUTR,AT2G15910
PeakStop,Chr2,6983978,6984151,173,-3.3154974262,3.19E-07,StopCodon,PDV2
PeakStop,Chr2,7101401,7101526,125,-4.2282922283,7.04E-07,StopCodon,BLH7
PeakStop,Chr2,7105882,7105976,94,-4.2625865022,4.07E-12,StopCodon,AT2G16405
PeakMid,Chr2,7209901,7210026,125,-2.8161603141,0.0008955689,CDS,AT2G16630
PeakStop,Chr2,7249951,7250101,150,-4.9778201822,3.10E-18,StopCodon,AT2G16710
PeakStop,Chr2,7304008,7304151,143,-4.3396903204,3.03E-14,StopCodon,AT2G16860
PeakMid,Chr2,7346651,7346826,175,-2.7099989817,3.50E-29,CDS,AT2G16940
PeakStop,Chr2,7482013,7482126,113,-4.4684821249,1.42E-05,StopCodon,DSK2
PeakStart,Chr2,7495751,7495926,175,-2.9605805892,1.14E-22,StartCodon,EXL5
PeakStop,Chr2,7502901,7503076,175,-4.2156080616,8.50E-09,StopCodon,EMB2762
PeakStop,Chr2,7541555,7541676,121,-4.9660801088,1.94E-87,StopCodon,AT2G17340
PeakStop,Chr2,7548101,7548276,175,-4.1273540497,6.04E-39,StopCodon,AT2G17360
PeakStop,Chr2,7554826,7554926,100,-3.2652696981,4.79E-12,StopCodon,AP19
PeakStop,Chr2,7557751,7557851,100,-3.0567224513,1.89E-08,StopCodon,AKR2B
PeakStop,Chr2,7609340,7609451,111,-3.9132048426,0.000210947,StopCodon,EMB2763
PeakStop,Chr2,7684143,7684251,108,-2.7569411604,0.0014233206,StopCodon,AT2G17695
PeakStop,Chr2,7685608,7685726,118,-4.1095287585,0.0011822286,3pUTR,AT2G17700
PeakStop,Chr2,7716151,7716276,125,-3.2990890486,1.50E-17,StopCodon,AT2G17760
PeakStop,Chr2,7739351,7739526,175,-3.6989550952,3.02E-09,StopCodon,VPS35A
PeakStop,Chr2,7838151,7838251,100,-5.2239410874,9.65E-49,StopCodon,EMB2296
PeakStop,Chr2,8003001,8003101,100,-3.7395210242,4.45E-22,3pUTR,AT2G18465
PeakMul,Chr2,8031268,8031676,408,-3.9162304275,1.29E-05,StopCodon,emb2444
PeakMul,Chr2,8031776,8031976,200,-3.171745463,1.66E-09,CDS,emb2444
PeakStop,Chr2,8082509,8082626,117,-3.0102739376,2.97E-08,StopCodon,AT2G18630
PeakStart,Chr2,8093551,8093626,75,-2.7081807508,6.17E-05,StartCodon,AT2G18670
PeakStop,Chr2,8112201,8112301,100,-3.602741433,2.22E-27,StopCodon,SCY1
PeakStop,Chr2,8144176,8144401,225,-3.8543634105,4.62E-08,StopCodon,PHYB
PeakStop,Chr2,8159926,8160026,100,-3.9451530328,0.0001759438,3pUTR,AT2G18840
PeakMid,Chr2,8171109,8171201,92,-2.7905833894,1.63E-07,CDS,AT2G18876
PeakStop,Chr2,8227426,8227551,125,-3.282232996,5.81E-05,3pUTR,AHA1
PeakStop,Chr2,8264676,8264801,125,-3.5077210747,3.03E-12,StopCodon,AT2G19080
PeakStop,Chr2,8313651,8313876,225,-3.6839891122,0.000263486,3pUTR,AT2G19160
PeakStop,Chr2,8325751,8325851,100,-4.3250459157,8.40E-05,3pUTR,AT2G19180
PeakStop,Chr2,8433783,8433876,93,-3.0173258692,3.84E-05,StopCodon,ckl5
PeakMid,Chr2,8440676,8440751,75,-2.5771173588,8.77E-180,CDS,NFA2
PeakStop,Chr2,8459176,8459476,300,-4.9447813148,1.73E-14,StopCodon,ATMSI4
PeakStop,Chr2,8464326,8464451,125,-4.5704385943,1.11E-11,StopCodon,AT2G19540
PeakStop,Chr2,8486128,8486226,98,-3.8186085793,5.75E-05,StopCodon,NDL3
PeakStop,Chr2,8502626,8502776,150,-4.7063546609,2.62E-13,StopCodon,AT2G19680
PeakStop,Chr2,8509776,8509876,100,-3.5193803163,1.17E-05,StopCodon,AT2G19710
PeakStop,Chr2,8528351,8528501,150,-3.6865904359,4.70E-14,StopCodon,AT2G19790
PeakStop,Chr2,8585126,8585226,100,-3.715653066,6.21E-05,StopCodon,AT2G19880
PeakStop,Chr2,8694851,8694951,100,-2.8005988696,4.79E-10,StopCodon,AT2G20140
PeakStop,Chr2,8727401,8727526,125,-3.544098236,7.51E-12,StopCodon,AT2G20230
PeakStop,Chr2,8737626,8737751,125,-4.0216306501,8.34E-08,StopCodon,PSAE-2
PeakStop,Chr2,8739906,8740051,145,-3.8117767004,2.32E-15,StopCodon,AT2G20280
PeakStop,Chr2,8772790,8772926,136,-4.6458228357,3.89E-13,StopCodon,AT2G20330
PeakStop,Chr2,8782451,8782526,75,-2.2178077539,0.000688865,StopCodon,AT2G20340
PeakStop,Chr2,8789101,8789251,150,-3.7916360131,4.90E-22,StopCodon,AT2G20360
PeakStop,Chr2,8807801,8807951,150,-3.6711981096,8.10E-60,StopCodon,AT2G20420
PeakStop,Chr2,8815026,8815201,175,-4.853549888,3.77E-32,StopCodon,AT2G20450
PeakStop,Chr2,8832726,8832826,100,-4.3402831697,1.89E-11,StopCodon,NOP10
PeakStop,Chr2,8843751,8843901,150,-3.6041742096,7.95E-09,StopCodon,PHB6
PeakStop,Chr2,8857576,8857726,150,-2.8740709468,1.68E-06,3pUTR,GPRI1
PeakStop,Chr2,8864701,8864826,125,-5.356056584,2.04E-39,StopCodon,RPN1A
PeakStop,Chr2,8897684,8897876,192,-4.9557191967,8.33E-14,StopCodon,PIA1
PeakStop,Chr2,8924726,8924851,125,-3.4101249529,1.29E-25,3pUTR,AT2G20690
